SA2_MAINCODE_2016,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000mor_E,M_3000mor_OM_IE,M_3000mor_OM_UIE,M_3000mor_CFW,M_3000mor_ES_NS,M_3000mor_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000mor_E,F_3000mor_OM_IE,F_3000mor_OM_UIE,F_3000mor_CFW,F_3000mor_ES_NS,F_3000mor_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE
101041017,5,0,0,4,0,9,78,3,3,3,0,86,51,6,10,3,3,64,61,7,12,0,3,87,90,4,17,6,0,118,146,18,33,3,6,206,216,13,25,3,3,260,280,28,46,0,0,356,222,24,32,3,3,285,111,27,14,0,0,151,63,21,19,0,0,106,60,11,7,0,0,81,64,16,10,0,0,93,20,16,13,3,0,50,38,4,0,0,3,42,1515,193,227,28,27,1995,8,0,4,10,0,21,120,3,0,3,8,132,97,0,15,3,3,119,119,3,12,5,0,141,188,4,15,0,3,218,253,10,29,0,6,300,295,13,12,0,0,330,258,11,21,3,8,296,229,16,11,0,0,256,113,6,7,0,3,130,73,9,5,0,0,84,51,3,3,0,0,59,49,9,0,0,0,55,8,4,4,0,4,20,37,0,4,3,0,47,1908,90,139,30,37,2207,14,0,4,12,0,28,202,6
101041018,0,0,0,4,0,9,11,0,3,0,0,16,9,0,4,0,0,15,4,3,12,0,0,18,12,3,12,0,0,28,22,3,17,0,0,48,33,10,27,3,0,68,43,6,21,3,0,75,32,4,16,0,0,54,18,3,10,0,0,34,19,9,3,0,0,32,13,0,10,0,0,21,19,3,7,0,0,28,4,5,5,0,0,17,7,0,0,3,0,8,249,63,143,8,6,473,0,0,0,4,0,11,28,0,0,4,0,35,23,4,7,0,0,36,33,0,8,3,0,43,62,0,12,3,0,78,79,7,14,4,0,98,99,0,9,0,0,104,71,3,10,0,0,86,37,3,7,0,0,49,23,3,11,0,0,42,27,3,3,0,0,31,19,0,0,0,0,22,19,0,0,0,0,26,0,0,4,0,0,6,11,0,0,0,0,7,531,36,85,17,5,679,3,0,3,5,0,19,36,3
101041019,6,0,0,4,0,11,62,0,4,0,0,73,34,3,16,3,3,67,47,3,11,5,0,64,89,5,16,5,6,122,129,8,23,0,0,163,186,21,18,8,0,226,312,28,24,3,6,372,351,19,23,0,4,401,230,15,23,3,3,275,172,20,9,0,3,200,142,7,10,0,0,154,134,12,11,0,6,162,45,19,16,0,0,73,31,9,5,3,3,43,1967,171,214,32,32,2408,7,3,0,8,0,16,118,0,12,0,0,129,96,0,17,6,3,122,118,6,18,0,3,144,178,9,21,3,4,214,312,12,18,0,0,339,332,21,20,4,3,379,362,10,15,0,3,394,319,3,17,0,4,349,193,7,9,3,0,209,145,7,0,0,3,161,79,0,3,0,0,89,88,9,0,0,0,91,11,3,3,0,0,15,29,7,4,3,3,39,2391,95,148,35,27,2691,13,3,0,17,0,34,179,0
101041020,0,0,8,5,0,16,6,0,11,9,0,30,13,3,25,9,3,45,24,7,29,10,0,73,23,3,31,8,4,61,27,17,40,0,8,94,51,12,39,3,0,103,62,10,33,5,3,114,50,21,31,6,3,109,29,4,26,3,0,61,17,9,16,3,0,36,19,3,9,0,0,31,16,10,4,3,0,28,3,3,6,3,0,21,7,5,3,3,3,17,347,97,298,70,20,832,0,3,4,14,0,23,14,0,10,9,0,37,33,0,19,10,0,65,26,0,19,10,3,65,27,3,15,10,0,51,41,10,22,3,3,76,45,3,24,6,0,77,23,3,16,6,3,47,22,3,10,4,0,43,10,3,11,4,0,26,11,0,8,0,0,17,15,0,9,0,0,20,5,0,0,3,0,10,0,5,3,3,0,7,4,0,0,4,0,11,278,28,158,86,10,566,0,3,13,20,0,38,22,0
101041021,3,0,0,0,0,3,10,0,0,0,0,14,3,0,0,0,0,4,13,0,5,0,0,13,14,0,9,0,0,24,20,0,7,0,0,30,30,9,16,0,0,46,33,3,14,0,0,47,29,5,9,0,0,37,15,0,10,0,0,35,10,0,3,0,0,16,11,3,0,0,0,15,14,3,4,0,0,18,4,0,0,0,0,7,5,0,0,0,0,5,206,28,83,6,5,325,0,0,0,3,0,4,16,0,0,0,0,17,11,0,0,0,0,17,14,0,3,0,0,23,34,0,0,3,0,41,48,3,3,0,0,55,39,3,7,0,0,46,36,0,4,0,0,40,36,0,4,0,0,40,21,3,0,0,0,26,20,0,0,0,0,23,20,0,0,0,0,24,3,0,0,0,0,10,0,4,0,0,0,6,5,0,0,0,3,6,311,21,29,14,0,368,7,3,0,3,0,12,28,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,7,14,0,0,0,0,21,14,3,3,0,0,25,17,0,8,3,5,30,24,0,10,3,0,39,51,9,4,0,0,70,79,6,6,0,4,98,84,11,4,0,4,103,89,14,3,0,0,112,53,11,3,0,0,76,36,6,0,0,0,41,33,0,3,0,0,40,28,3,0,0,0,30,11,0,0,0,0,10,4,0,3,0,0,8,542,59,56,14,19,701,3,0,0,0,0,3,20,0,0,0,0,27,27,0,5,7,4,42,50,0,7,3,0,56,69,0,6,3,0,82,100,7,3,0,0,116,80,3,4,0,0,90,69,6,3,0,0,83,47,3,3,0,0,49,20,3,0,0,0,28,16,0,0,0,0,13,9,0,3,0,0,13,5,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,7,530,23,38,20,14,629,3,0,0,0,0,8,38,0
101041024,0,0,0,0,0,4,6,0,3,3,0,15,4,0,11,0,0,20,4,3,12,0,0,23,12,7,9,3,0,32,22,7,13,4,0,49,45,4,14,3,0,67,37,8,4,0,0,48,29,3,8,4,0,47,23,4,9,0,0,34,8,3,3,0,0,15,0,0,0,0,0,5,4,4,0,0,0,11,0,3,0,0,0,7,7,0,0,0,3,7,207,45,102,19,7,382,3,0,4,5,0,7,17,0,0,3,0,22,25,3,12,6,0,43,18,0,6,6,0,36,21,0,7,4,0,35,30,0,9,3,0,51,31,3,15,0,0,55,23,0,6,0,0,33,17,3,7,4,0,23,4,3,4,0,0,12,8,4,3,0,0,11,0,0,0,0,0,4,3,3,0,0,0,9,0,4,0,0,0,8,0,0,0,0,0,3,204,26,76,33,4,354,3,0,4,7,0,14,24,0
101041025,0,0,3,0,3,11,64,0,3,3,3,77,38,8,9,3,0,57,31,3,18,3,0,67,82,11,19,3,4,117,112,18,35,6,3,175,157,24,31,7,3,221,200,24,40,0,4,263,147,35,41,0,5,220,60,31,29,0,3,120,49,32,20,0,3,96,56,9,7,0,0,72,30,26,8,0,0,66,11,8,7,0,3,33,24,6,3,0,3,34,1056,234,268,33,40,1621,6,0,3,3,0,11,106,3,9,0,4,119,105,7,21,3,0,141,126,3,17,4,0,146,180,8,19,4,4,210,251,11,31,6,3,306,258,21,29,0,8,320,209,13,16,4,0,247,122,24,17,3,3,161,66,10,11,0,0,80,49,13,6,0,0,74,37,6,0,0,3,44,25,6,0,0,0,35,12,5,9,0,0,22,30,0,0,0,3,32,1571,126,198,32,29,1960,9,0,3,7,4,22,166,3
101041026,4,0,0,3,3,15,45,0,3,0,0,52,40,6,13,0,0,62,39,3,19,10,0,74,46,7,25,5,6,77,120,7,20,0,3,157,184,17,22,0,0,221,210,9,26,0,0,249,161,22,34,0,0,218,106,8,19,0,0,137,82,6,12,3,0,102,59,9,5,0,0,74,43,9,19,0,0,70,18,7,12,0,0,42,25,0,5,0,3,36,1191,116,236,24,22,1591,0,0,3,4,0,5,65,3,4,8,0,80,75,3,9,5,0,94,81,4,17,4,3,111,131,3,14,3,0,154,182,10,18,3,0,211,208,10,12,0,4,237,223,9,14,0,0,249,194,4,10,0,0,214,119,8,3,3,0,130,78,3,3,0,0,83,55,3,4,0,0,68,40,6,9,0,0,50,10,3,4,0,0,22,22,0,0,0,0,28,1493,61,128,33,17,1730,7,0,6,8,3,22,114,3
101041027,0,0,0,0,0,7,22,0,7,3,0,42,31,0,17,3,0,51,50,8,24,3,7,88,43,5,25,0,0,82,99,15,40,3,4,164,120,17,38,7,3,183,109,23,27,0,0,167,76,16,25,0,0,128,47,15,15,0,0,77,26,16,10,0,0,51,26,3,11,0,0,38,33,7,6,3,0,44,9,9,10,0,0,23,7,8,7,0,0,22,704,141,269,35,16,1164,4,0,0,7,0,17,43,0,6,7,0,65,54,0,17,4,3,80,89,8,15,6,3,118,115,0,36,3,3,156,179,20,29,8,0,233,156,6,24,6,0,195,118,7,16,0,4,151,77,3,14,3,6,99,51,4,3,0,0,62,43,10,3,0,0,55,15,0,3,0,0,22,14,4,3,0,0,18,4,0,3,0,0,12,20,4,3,3,0,29,985,66,177,59,23,1313,6,0,0,11,0,18,71,3
101051539,10,3,3,13,0,29,139,3,9,0,3,151,111,3,16,6,0,134,111,7,22,3,8,145,138,12,24,10,3,188,248,23,38,6,10,328,422,26,56,3,4,519,556,36,47,8,3,647,603,58,49,4,5,721,389,44,35,0,6,486,293,43,30,3,0,374,266,26,11,0,0,302,344,34,20,3,0,398,114,35,21,4,0,177,59,11,6,0,8,82,3815,361,399,57,52,4685,22,0,0,15,0,37,201,4,11,11,10,231,203,8,14,6,6,233,214,4,33,6,7,265,294,8,32,3,9,339,584,24,27,5,9,640,678,19,27,5,0,730,641,13,31,4,3,694,591,18,20,0,3,629,370,12,16,4,0,403,271,11,11,0,0,292,210,8,5,0,0,220,178,6,10,0,4,199,35,9,11,0,0,57,84,0,6,0,4,96,4561,144,244,62,50,5064,36,3,3,30,0,66,337,8
