SA2_MAINCODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
121011400,0,0,0,0,3,0,0,0,0,0,8,22,6,0,34,0,3,3,0,4,55,73,13,0,143,8,21,3,0,32,28,50,12,0,85,11,54,0,0,70,9,3,0,0,9,13,17,0,0,32,38,18,0,0,56,27,34,0,0,61,126,121,14,3,261,16,24,3,0,48,4,3,0,0,5,20,16,3,0,31,28,69,10,0,106,6,8,3,0,17,12,31,0,0,46,29,40,3,0,75,423,602,81,5,1114,3,0,0,0,3,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,78,16,0,0,101,4,3,0,0,8,21,11,0,0,34,7,22,0,0,26,16,0,0,0,11,12,0,0,0,12,11,0,0,0,12,7,0,0,0,10,159,19,0,3,174,47,6,0,0,58,3,0,0,0,3,79,6,0,0,84,130,40,0,0,172,32,3,0,0,33,51,20,0,0,72
121011401,0,3,0,0,3,0,4,0,0,3,7,48,12,0,63,0,0,0,0,0,35,79,22,3,142,19,60,3,0,77,20,65,5,0,93,4,28,4,0,41,12,13,8,0,35,34,32,8,0,72,27,43,6,0,79,16,25,8,0,52,106,194,56,3,354,18,32,11,0,54,4,9,4,0,18,5,8,9,0,22,19,66,5,0,88,9,12,3,0,22,14,65,4,0,85,23,50,17,0,91,384,826,188,12,1404,0,0,0,0,0,0,0,0,0,0,9,3,0,0,15,3,0,0,0,3,35,7,0,0,45,4,0,0,0,4,20,11,0,0,31,13,20,0,0,36,66,0,0,0,64,34,0,0,0,39,13,0,0,0,14,11,0,0,0,13,97,29,4,0,128,27,10,0,0,35,3,0,0,0,3,28,5,0,0,37,71,53,0,0,132,27,4,0,0,30,58,9,0,0,70
121011402,3,0,0,0,5,0,0,0,0,0,9,3,0,0,11,0,0,0,0,0,63,72,7,0,147,8,12,0,0,14,31,54,4,0,87,9,35,3,0,46,11,3,0,0,16,20,18,3,0,39,35,16,0,0,50,23,36,4,0,63,137,90,8,0,228,29,11,0,0,42,7,3,0,0,9,16,11,0,0,26,13,39,3,0,53,15,8,0,0,25,20,27,0,0,49,26,24,0,0,53,469,459,46,6,980,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,0,0,82,23,0,0,104,7,0,0,0,6,42,16,0,0,56,17,17,0,0,30,22,4,0,0,26,28,3,0,0,34,24,0,0,0,24,7,4,0,0,12,137,19,0,0,153,41,0,0,0,43,3,0,0,0,7,82,6,0,0,89,41,16,0,0,61,36,3,0,0,34,40,12,0,0,49
121021403,0,0,0,0,0,0,0,0,0,0,13,24,9,0,40,0,3,0,0,3,34,55,3,0,95,7,9,5,0,21,8,17,0,0,26,0,7,0,0,7,12,9,0,0,14,4,3,0,0,5,8,7,0,0,11,10,13,0,0,21,47,34,0,0,84,19,7,0,0,23,0,3,0,0,3,6,0,0,0,4,8,13,0,0,18,0,4,0,0,6,15,3,0,0,12,13,17,0,0,36,188,219,20,4,428,0,0,0,0,0,0,0,0,0,0,15,3,0,0,18,0,0,0,0,3,63,21,0,0,81,3,0,0,0,3,14,8,0,0,23,5,10,0,0,19,14,0,0,0,14,6,0,0,0,5,13,0,0,0,13,3,0,0,0,3,72,5,0,0,81,38,3,0,0,42,0,0,0,0,0,34,3,0,0,33,23,3,0,0,30,10,0,0,0,10,41,4,0,0,39
121021404,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,0,0,17,25,0,0,42,0,3,0,0,4,6,10,0,0,16,0,10,0,0,10,0,5,0,0,10,3,3,0,0,8,7,4,0,0,9,3,5,0,0,6,30,13,0,0,51,3,3,0,0,11,4,0,0,0,3,3,0,0,0,8,6,9,0,0,14,3,0,0,0,3,3,6,3,0,12,10,5,0,0,16,107,114,3,3,229,3,0,0,0,3,0,0,0,0,0,15,3,0,0,20,0,0,0,0,0,41,9,0,0,48,0,0,0,0,0,13,3,0,3,13,9,12,0,0,19,8,3,0,0,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,50,32,0,0,0,30,0,0,0,0,0,20,3,0,0,23,17,0,0,0,17,14,0,0,0,15,15,4,0,0,21
121021406,0,0,0,0,0,0,3,0,0,3,13,14,4,0,31,0,0,0,0,0,33,49,10,0,91,8,14,3,0,23,8,13,0,0,30,3,19,0,0,26,4,4,0,0,11,8,4,0,0,9,15,9,0,0,23,3,8,0,0,12,50,62,5,0,122,11,11,3,0,25,0,0,0,0,0,4,12,0,0,15,3,14,3,0,21,5,0,0,0,6,15,18,6,0,34,16,15,0,0,29,205,269,39,0,515,0,0,0,0,0,0,0,0,0,0,16,6,0,0,19,0,0,0,0,0,53,10,0,0,58,3,0,0,0,8,17,7,0,0,26,4,3,0,0,7,4,0,0,0,8,0,0,0,0,0,8,0,0,0,8,4,0,0,0,3,79,7,0,0,85,25,3,0,0,29,0,0,0,0,0,49,3,0,0,52,35,8,0,0,49,11,0,0,0,13,33,9,0,0,45
121021577,0,3,0,0,4,0,0,0,0,0,15,46,0,0,61,0,3,0,0,4,23,62,7,0,85,11,38,0,0,50,20,43,4,0,59,4,22,3,0,31,5,9,0,0,15,0,5,0,0,7,0,8,0,0,14,4,8,0,0,14,30,57,3,0,90,3,20,0,0,22,0,3,3,0,6,10,10,0,0,20,26,51,4,0,84,0,0,0,0,3,20,39,7,3,69,14,26,3,0,45,189,462,41,4,695,5,3,0,0,12,0,0,0,0,0,18,13,0,0,25,0,0,0,0,0,33,4,0,0,34,3,3,0,0,10,19,12,0,0,29,8,3,0,0,16,17,0,0,0,23,0,0,0,0,0,3,3,0,0,9,6,0,0,0,6,48,11,0,0,60,23,0,0,0,26,0,0,0,0,0,20,3,0,0,25,56,35,0,0,87,8,4,0,0,10,45,20,0,0,65
121021578,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,6,15,0,0,26,3,5,0,0,8,9,10,0,0,17,0,16,0,0,16,0,3,0,0,3,9,3,0,0,8,9,8,0,0,13,3,3,0,0,9,27,14,0,0,38,8,3,0,0,7,0,0,3,0,4,0,0,0,0,3,5,13,0,0,20,0,3,0,0,3,10,0,0,0,6,0,4,0,0,4,79,101,9,0,189,3,0,0,0,3,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,17,7,0,0,19,0,0,0,0,3,4,0,0,0,11,4,3,0,0,12,11,0,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,6,0,0,33,18,3,0,0,21,0,0,0,0,0,24,7,0,0,26,24,6,0,0,34,12,0,0,0,11,14,3,0,0,13
121021579,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,11,0,0,30,0,0,0,0,0,5,5,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,4,3,5,0,0,15,15,15,0,0,31,8,3,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,3,0,14,0,0,0,0,0,4,3,0,0,10,5,3,0,0,8,71,67,12,0,148,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,15,4,0,0,20,0,0,0,0,0,12,0,0,0,13,4,3,0,0,8,8,0,0,0,8,5,0,0,0,5,0,3,0,0,7,0,0,0,0,0,22,4,0,0,26,8,0,0,0,16,0,0,0,0,0,13,0,0,0,13,15,3,0,0,25,3,0,0,0,3,5,6,0,0,10
121031407,0,3,0,0,3,0,3,0,0,3,4,13,0,0,16,0,0,0,0,0,24,39,9,3,75,16,10,0,0,28,19,32,6,0,49,3,20,0,0,32,4,3,0,0,6,4,3,0,0,4,44,22,3,0,73,30,19,0,0,46,108,78,11,0,191,13,21,0,0,34,3,3,0,0,4,15,3,0,0,18,20,22,6,0,49,0,4,0,0,10,9,7,0,0,16,30,20,3,0,56,344,328,39,3,716,0,0,0,0,4,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,53,7,0,0,52,7,0,0,0,7,15,8,0,0,23,8,8,0,0,15,12,0,0,0,18,3,0,0,0,3,20,3,0,0,24,11,0,0,0,11,96,11,3,0,116,27,8,0,0,34,3,0,0,0,3,57,4,0,0,60,61,20,3,0,81,12,0,0,0,12,35,4,0,0,40
121031408,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,46,43,0,0,85,7,6,0,0,15,20,29,3,0,48,3,24,5,0,29,3,6,0,0,7,12,10,3,0,22,38,30,0,0,65,31,18,0,0,42,112,75,6,3,194,10,16,0,0,25,4,0,0,0,5,12,10,0,0,20,16,37,3,0,52,4,5,0,0,8,8,22,0,0,31,23,17,0,0,40,349,333,26,3,714,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,58,7,0,0,64,3,0,0,0,0,14,8,0,0,30,8,16,0,0,20,6,0,0,0,5,3,0,0,0,3,17,0,0,0,17,11,0,0,0,11,113,8,3,0,129,31,3,0,0,36,3,0,0,0,7,67,3,0,0,76,69,23,0,0,90,22,0,0,0,21,26,7,0,0,28
121031409,0,8,0,0,5,0,0,0,0,0,12,10,0,0,21,0,0,0,0,0,27,27,4,0,57,11,6,0,0,14,8,22,0,0,35,0,13,4,0,16,8,0,3,0,13,6,3,0,0,11,22,21,0,0,41,4,23,0,0,29,78,88,9,0,175,7,12,0,0,23,0,4,0,0,7,11,12,0,0,28,18,22,4,0,43,3,0,0,0,10,7,8,0,0,19,17,14,3,0,39,237,296,37,6,583,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,36,6,0,0,44,6,3,0,0,6,18,6,0,0,27,3,4,0,0,13,14,0,0,0,14,4,0,0,0,4,14,5,0,0,15,10,0,0,0,7,82,17,0,0,96,35,5,0,0,38,0,0,0,0,0,43,3,0,0,48,42,18,0,0,58,11,0,0,0,11,27,7,0,0,36
121031410,3,0,0,0,3,0,0,0,0,0,5,11,0,0,11,0,3,0,0,4,44,32,3,0,82,8,8,0,0,20,13,34,0,0,49,3,27,7,0,30,4,0,0,0,13,4,4,0,0,11,24,9,0,0,32,12,12,0,0,31,100,80,0,0,177,16,11,0,0,32,3,0,0,0,5,11,6,0,0,21,10,24,0,0,32,0,3,0,0,3,6,10,0,0,20,20,19,0,0,42,301,298,14,6,614,3,0,0,0,4,0,0,0,0,0,10,3,0,0,12,0,0,0,0,0,48,7,0,0,55,0,0,0,0,3,29,13,0,0,36,8,12,0,0,24,15,0,0,0,20,11,3,0,0,12,15,0,0,0,15,15,0,0,0,15,99,10,0,0,109,22,3,0,0,30,0,0,0,0,0,58,6,0,0,57,60,4,0,0,65,14,0,0,0,16,42,4,0,0,51
121031411,3,3,0,0,4,0,0,0,0,0,4,7,0,0,9,0,0,0,0,0,27,45,0,3,76,6,4,0,0,17,9,32,11,0,52,3,25,3,0,33,7,3,0,0,10,7,0,0,0,9,22,12,0,0,31,11,11,6,0,25,89,61,0,0,152,14,10,0,0,24,4,3,0,0,6,6,7,0,0,17,22,26,5,0,53,3,5,3,0,10,3,9,0,0,17,22,9,0,0,28,268,268,22,6,569,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,45,11,0,0,59,7,0,0,0,7,21,13,0,0,32,3,8,0,0,15,6,3,0,0,6,7,0,0,0,7,13,4,0,0,13,10,0,0,0,10,102,10,0,0,108,33,5,0,0,40,0,0,0,0,0,49,0,0,0,52,37,11,0,3,50,22,3,0,0,19,34,8,0,0,43
121031412,0,0,0,0,0,4,0,0,0,9,11,4,0,0,12,0,0,0,0,0,22,23,0,0,45,8,3,0,0,13,13,18,0,0,34,3,17,4,0,21,4,3,0,0,6,6,4,0,0,11,24,17,0,0,34,25,12,3,0,38,76,67,0,0,141,15,13,0,0,24,0,0,0,0,6,9,4,0,0,14,29,60,6,3,89,6,3,0,0,7,7,8,0,0,12,26,4,0,0,36,280,268,10,6,560,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,34,9,0,0,46,0,0,0,0,3,12,3,0,0,17,3,10,0,0,10,17,0,0,0,15,6,0,0,0,6,12,0,0,0,12,8,0,0,0,10,88,14,0,0,103,16,0,0,0,24,0,0,0,0,0,50,3,0,0,54,57,52,0,0,113,9,0,0,0,7,27,3,0,0,26
121041413,0,0,0,0,0,0,0,0,0,0,11,3,3,0,16,0,0,0,0,3,19,23,0,0,39,5,3,0,0,10,12,14,3,0,26,0,22,0,0,22,3,3,0,0,9,8,0,0,0,9,33,11,0,0,45,27,20,0,0,48,119,50,3,0,163,11,15,0,0,35,0,0,0,0,0,19,11,0,0,32,12,20,3,0,38,7,3,0,0,10,11,10,3,0,23,29,6,0,0,40,332,215,26,3,573,0,0,0,0,3,0,0,0,0,0,9,3,0,0,10,0,0,0,0,0,38,8,0,0,48,3,0,0,0,4,19,3,0,0,22,0,12,0,0,19,14,0,0,0,13,7,0,0,0,8,18,0,0,0,23,9,0,0,0,9,105,4,0,0,109,26,6,0,0,34,7,0,0,0,7,40,0,0,0,46,56,18,0,0,71,12,0,0,0,12,31,3,0,0,40
121041414,0,0,0,0,0,0,0,0,0,0,10,14,0,0,18,0,7,0,0,8,26,34,9,0,69,4,15,0,0,22,23,56,6,0,90,7,64,9,0,78,9,3,4,0,15,25,18,0,0,50,25,29,9,0,64,12,25,8,0,43,167,195,22,3,383,6,24,0,0,29,0,7,0,0,7,9,8,0,0,22,34,56,3,0,90,7,12,0,0,16,9,23,0,0,38,27,30,0,0,64,410,625,76,8,1110,0,0,0,0,3,0,0,0,0,0,6,3,0,0,8,0,0,0,0,0,40,7,0,0,45,3,0,0,0,3,20,12,0,0,34,9,22,0,0,30,6,0,0,0,6,20,3,3,0,21,19,0,0,0,16,12,0,0,0,9,139,27,3,0,165,31,0,0,0,31,9,0,0,0,9,39,5,0,0,45,113,47,0,0,161,35,0,0,0,35,33,5,0,0,40
121041415,0,0,0,0,3,0,0,0,0,0,7,8,0,0,15,0,0,0,0,0,89,80,4,4,171,10,11,0,0,21,19,60,4,0,81,7,46,17,0,69,5,7,3,0,7,8,3,0,0,19,64,45,0,3,111,52,52,3,0,110,194,107,15,0,315,23,26,0,0,50,3,3,0,0,8,22,21,4,0,40,39,58,4,0,100,22,13,0,0,35,23,32,0,0,57,39,36,3,0,86,626,598,67,6,1306,0,0,0,0,0,3,0,0,0,3,18,3,0,0,21,0,0,0,0,0,120,25,0,0,145,9,0,0,0,9,42,17,0,0,65,7,21,0,0,27,11,0,0,0,11,15,0,0,0,12,27,0,0,0,25,20,6,3,0,25,157,32,0,0,188,63,4,0,0,66,3,0,0,0,3,68,9,0,0,76,114,40,0,0,155,53,4,0,0,59,72,13,0,4,93
121041416,3,0,0,0,3,0,0,0,0,0,6,9,0,0,15,0,0,0,0,0,25,24,4,0,54,4,9,0,0,16,25,30,5,0,56,7,35,15,0,51,8,6,0,0,9,6,23,0,0,29,33,36,3,0,75,32,36,6,0,71,110,136,12,3,260,5,17,0,0,30,4,0,0,0,4,14,11,6,0,31,21,35,3,0,59,6,11,0,0,21,9,19,0,0,26,21,36,0,0,60,344,481,51,3,880,4,0,0,0,4,0,0,0,0,0,9,3,0,0,9,0,0,0,0,0,37,0,0,0,38,4,4,0,0,3,15,16,0,0,30,18,20,0,0,31,7,3,0,0,11,6,0,0,0,6,17,0,0,0,23,12,0,3,0,13,123,19,6,0,145,34,0,0,0,37,3,0,0,0,3,43,3,0,0,43,83,21,0,0,102,32,0,0,0,37,22,11,0,0,39
121041417,6,3,0,0,8,7,0,0,0,4,3,14,6,0,19,0,3,3,0,10,53,69,16,0,135,7,13,4,0,32,9,42,4,0,63,14,87,9,0,111,5,16,3,0,19,38,39,9,0,82,138,161,33,0,332,34,58,6,0,92,249,514,129,0,895,40,59,15,0,111,6,18,3,0,30,23,31,10,0,61,35,63,9,0,112,11,20,6,0,38,12,23,7,0,41,51,60,15,0,126,731,1298,288,10,2326,0,0,0,0,0,0,0,0,0,0,12,4,0,0,11,3,0,0,0,3,71,8,3,0,86,4,0,0,0,4,29,9,0,0,41,25,37,0,0,59,16,0,0,0,17,33,3,0,0,34,37,12,0,0,51,15,3,0,0,23,173,69,20,0,266,51,4,0,0,54,6,0,0,0,7,41,0,0,0,44,75,27,0,0,104,24,3,0,0,31,36,13,0,0,54
122011418,0,0,0,0,0,0,0,0,0,0,7,19,0,0,21,0,0,0,0,0,46,68,3,0,121,3,9,0,0,14,16,33,11,0,62,7,29,0,0,37,12,3,0,0,16,6,12,0,0,22,31,27,3,0,62,26,25,4,0,59,125,86,0,0,213,20,20,0,0,39,0,5,0,0,6,12,12,3,0,23,19,24,0,0,50,11,4,0,0,18,11,19,0,0,31,37,22,3,0,61,397,418,34,4,847,0,0,0,0,0,0,0,0,0,0,17,3,0,0,20,0,0,0,0,0,82,8,0,3,96,3,0,0,0,7,28,11,0,0,37,6,13,0,0,22,9,0,0,0,9,12,0,0,0,9,19,3,0,0,21,7,3,0,0,9,107,20,0,0,131,34,3,0,0,34,0,0,0,0,3,47,5,0,0,51,66,24,0,0,83,32,0,0,0,34,52,7,0,3,64
122011419,3,0,0,0,3,0,0,0,0,0,9,4,0,0,19,0,3,0,0,3,34,58,0,0,96,6,5,0,0,8,18,32,4,0,46,13,71,12,0,94,3,3,0,0,8,14,14,0,0,27,24,38,0,0,61,23,54,4,0,75,126,144,10,0,285,15,26,0,0,37,3,0,0,0,3,19,18,3,0,37,21,44,5,0,70,14,13,0,0,23,14,17,0,0,32,37,30,0,3,68,388,562,45,3,995,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,0,93,16,0,3,112,0,0,0,0,4,36,12,0,0,51,11,28,0,0,41,8,0,0,0,8,21,0,0,0,24,26,3,0,0,27,12,4,0,0,15,169,27,0,0,203,31,7,0,0,40,3,0,0,0,3,60,3,0,0,61,101,22,0,0,121,35,6,0,0,42,63,17,0,0,88
122021420,0,3,0,0,3,0,0,0,0,0,3,13,0,0,20,3,0,0,0,3,47,87,0,0,134,9,9,0,0,19,10,20,3,0,29,4,35,5,0,42,8,0,0,0,8,20,11,0,0,31,26,21,0,0,46,19,18,3,0,34,97,72,0,0,170,17,8,0,0,26,0,0,0,0,0,11,13,0,0,23,15,6,4,0,23,4,5,0,0,8,14,8,0,0,21,23,19,0,0,35,330,343,16,3,685,0,0,0,0,0,0,0,0,0,0,20,4,0,0,21,0,0,0,0,0,113,20,0,0,139,4,0,0,0,4,30,13,0,0,43,4,16,0,0,27,7,0,0,0,6,14,0,0,0,17,15,0,0,0,17,3,0,0,0,7,113,9,0,0,119,26,0,0,0,30,4,0,0,0,3,32,3,0,0,35,50,12,0,0,63,33,3,0,0,42,37,7,0,0,46
122021421,7,0,0,0,3,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,26,63,0,0,89,8,10,0,0,18,5,12,0,0,27,0,3,0,0,5,9,5,0,0,14,5,0,0,0,8,26,14,0,0,34,14,5,4,0,26,71,48,3,0,122,12,13,0,0,22,3,0,0,0,3,5,3,0,0,14,10,5,0,0,15,15,3,0,0,16,5,3,0,0,12,22,20,3,0,43,239,224,14,4,478,9,0,0,0,9,0,0,0,0,0,9,7,0,0,11,0,0,0,0,0,49,12,0,0,66,3,0,0,0,9,10,6,0,0,14,4,7,0,0,9,9,0,0,0,9,5,0,0,0,5,3,0,0,0,4,16,0,0,0,16,58,10,0,0,66,22,3,0,0,25,3,0,0,0,3,23,3,0,0,27,24,0,0,0,26,21,0,0,0,17,18,3,0,0,21
122021422,0,0,0,0,4,0,0,0,0,0,5,15,0,0,23,0,0,0,0,3,39,51,0,3,91,3,3,0,0,3,12,15,3,0,31,6,20,3,0,27,4,0,0,0,3,13,9,0,0,21,14,9,4,0,27,17,10,0,0,32,84,64,4,3,157,23,13,0,0,34,0,3,0,0,4,11,3,0,0,16,13,12,0,3,27,7,3,0,0,14,9,9,0,0,19,22,15,0,0,37,284,268,22,8,582,0,0,0,0,0,0,0,0,0,0,14,3,0,0,22,0,0,0,0,0,71,18,0,3,92,11,0,0,0,12,27,12,0,0,35,4,12,0,0,15,9,0,0,0,7,14,0,0,0,16,10,3,0,0,11,5,3,0,0,11,98,4,0,0,103,28,3,0,0,29,3,0,0,0,3,37,4,0,0,40,38,5,0,0,44,20,0,0,0,20,36,3,0,0,41
