GCCSA_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
49499,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,5,0,3,0,9,4,24,3,16,15,34,7,16,0,9,5,109,9,130,45,231,25,55,11,138,4,646,3,5,16,39,8,19,9,31,0,142,0,11,23,19,6,6,0,17,0,72,0,3,107,8,0,0,0,9,0,132,3,5,132,3,0,4,0,9,3,155,0,0,44,0,0,0,0,0,0,46,0,4,14,7,0,0,0,4,0,33,0,7,9,4,0,7,3,0,16,40,15,182,410,346,44,104,33,223,28,1377
3RQLD,0,0,5,3,3,4,0,5,3,23,0,0,7,29,8,82,4,45,6,183,0,6,9,13,5,40,4,17,3,91,0,3,16,24,3,34,3,24,3,112,9,13,57,10,23,16,9,26,3,176,0,14,51,10,17,11,10,23,0,132,3,4,31,3,3,4,4,12,3,67,4,8,26,8,0,7,13,23,0,77,4,3,13,16,5,13,4,10,51,106,22,39,206,116,61,210,44,186,74,966,44,70,177,532,111,839,44,433,39,2290,267,944,1115,6775,1428,16060,604,7157,238,34580,197,332,510,2162,636,3145,226,1426,57,8692,160,249,375,1378,418,1270,87,520,25,4474,154,423,1469,727,659,410,68,243,27,4182,127,326,1194,311,311,134,48,114,23,2582,75,143,707,162,115,88,32,86,9,1409,77,144,533,181,82,60,51,106,18,1239,20,51,111,263,58,414,35,212,391,1561,1121,2684,6185,12479,3830,22412,1188,10299,817,61014
3GBRI,0,0,3,0,0,3,0,0,0,10,0,5,9,32,13,50,3,42,3,152,3,7,5,18,3,19,8,15,6,82,0,11,3,11,6,18,0,15,0,70,3,7,40,12,16,9,9,17,6,114,3,13,41,8,10,0,0,17,6,99,0,0,15,6,4,3,5,7,0,41,4,4,16,3,0,3,0,3,0,30,0,0,3,12,4,9,3,12,48,90,13,41,134,107,62,115,28,120,71,689,52,134,147,572,230,832,57,416,26,2474,363,2403,1229,9278,2787,16955,923,7433,324,41692,351,872,814,3549,1821,4616,505,2348,105,14986,252,504,366,1753,858,1698,137,663,39,6281,207,531,1146,773,859,433,83,180,49,4250,162,472,1100,305,510,149,43,115,35,2888,97,242,591,153,184,108,36,55,10,1480,108,232,445,145,117,84,27,48,19,1220,25,72,97,302,84,399,43,206,429,1657,1621,5460,5936,16830,7448,25273,1854,11462,1042,76929
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
39499,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,5,0,0,4,3,0,0,0,8,0,17,0,0,10,0,0,0,3,4,0,17,0,0,16,0,3,0,0,3,0,19,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,3,11,0,0,40,8,3,0,7,22,3,92,3,18,39,56,20,24,3,30,7,207,23,334,182,515,52,191,41,299,30,1657,6,16,80,89,29,45,20,116,7,417,3,19,61,60,13,23,7,35,6,224,9,10,240,14,10,6,0,11,4,313,8,8,310,10,8,3,9,15,3,379,3,0,159,5,3,0,0,10,0,182,11,4,107,8,5,3,5,7,3,149,3,12,14,23,4,16,0,17,32,132,73,429,1189,782,139,316,87,547,98,3658
2RVIC,0,0,0,3,4,6,0,4,0,25,4,0,5,35,3,66,0,41,0,157,3,3,12,21,4,22,3,11,4,72,3,6,10,10,5,13,0,4,5,52,10,6,58,12,10,19,8,8,7,127,4,15,60,13,9,8,5,18,3,126,0,0,16,4,6,6,0,3,0,38,3,4,7,0,0,0,4,7,0,31,0,3,21,0,0,12,0,8,38,84,29,38,173,102,40,147,23,109,53,708,36,48,93,421,73,767,42,388,26,1905,279,495,625,4752,756,11003,263,5639,169,23976,131,156,282,1159,262,1645,118,849,43,4636,71,150,220,630,153,471,41,235,17,1997,87,190,1269,331,243,175,22,129,24,2464,83,149,1286,173,132,62,23,93,16,2022,46,79,469,94,50,55,10,58,3,852,74,53,242,97,21,43,21,53,9,612,22,32,120,235,30,353,12,186,310,1298,827,1347,4605,7880,1723,14581,557,7620,614,39759
2GMEL,0,0,3,10,0,6,3,5,0,33,3,6,20,75,17,170,5,55,8,352,3,13,19,40,8,50,15,36,6,197,12,13,24,26,8,40,4,22,0,149,7,24,80,25,32,22,19,24,7,239,13,12,96,13,22,14,6,22,13,202,0,9,31,3,5,8,4,10,0,69,6,6,15,6,8,3,5,6,0,59,8,8,25,13,10,23,0,14,98,198,53,85,316,215,115,336,54,199,133,1506,81,262,251,1100,367,1924,113,763,75,4947,1007,4620,1862,19638,5339,37697,1429,14558,668,86819,790,1520,1838,6530,2972,9798,1224,5444,264,30391,450,698,732,2251,1149,2694,215,909,84,9174,343,817,2828,909,947,666,141,293,74,7023,267,875,3328,516,602,275,71,201,67,6204,165,360,1167,250,218,166,25,74,17,2429,146,332,680,261,138,127,37,78,28,1814,81,172,289,647,225,991,61,460,1151,4081,3330,9656,12978,32094,11963,54350,3305,22779,2432,152884
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
29499,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,16,0,0,4,4,0,0,0,12,0,16,0,0,5,0,0,0,0,0,0,7,0,0,21,0,4,0,3,3,3,28,4,0,30,0,0,0,0,3,0,41,0,0,9,0,0,0,0,0,0,11,0,0,3,0,0,0,3,0,3,9,0,0,7,3,0,0,0,0,5,22,7,9,83,12,5,7,7,26,10,164,6,44,62,95,22,45,15,54,12,344,27,522,164,940,84,305,71,413,33,2561,8,45,137,142,23,90,49,232,13,730,12,19,105,29,17,18,14,43,8,260,14,9,602,8,3,4,6,22,3,662,27,9,1036,12,5,10,5,11,9,1129,0,4,268,12,0,4,0,7,0,298,11,6,135,7,0,0,5,6,8,178,6,20,44,39,11,29,3,28,56,231,105,673,2550,1282,164,500,174,817,136,6405
1RNSW,3,3,6,6,4,3,0,4,3,42,3,4,13,47,3,65,0,61,7,207,3,3,4,21,12,27,0,18,3,90,0,12,14,11,5,36,0,15,0,98,16,7,87,28,16,26,8,25,6,221,11,17,76,23,11,7,11,27,12,184,3,3,29,6,4,3,3,11,0,65,9,4,17,8,3,6,7,15,0,70,3,3,15,4,5,15,3,21,62,134,51,60,258,166,65,197,35,203,89,1115,51,111,181,775,127,1252,59,676,47,3278,312,1181,759,7605,1294,16660,737,8130,251,36941,158,366,423,2438,506,3026,206,1420,49,8594,146,348,434,1435,338,1138,78,506,17,4445,180,560,2696,873,668,451,65,251,46,5797,165,379,2446,436,295,142,47,180,30,4122,82,142,1100,202,132,94,33,92,8,1899,112,140,600,254,63,87,37,98,11,1403,33,97,172,344,66,473,31,250,483,1951,1246,3332,8811,14363,3492,23333,1300,11605,948,68428
1GSYD,0,0,4,3,0,8,0,0,4,24,3,19,21,74,14,116,10,54,7,327,3,8,8,33,22,54,4,47,9,198,5,12,9,37,10,29,3,15,0,122,11,25,72,21,34,21,15,23,7,233,17,33,81,34,25,16,14,26,7,234,6,8,20,9,3,5,7,6,0,76,5,10,29,11,11,4,3,9,8,84,6,11,39,13,15,21,8,18,113,246,59,127,279,241,141,276,60,206,158,1541,93,351,283,1265,494,2234,124,924,109,5874,780,6334,1890,17512,5812,29931,1550,11772,691,76264,883,2377,2096,8352,4066,10889,1241,5653,423,35994,527,1118,1198,3171,1605,3124,302,1046,121,12197,493,1383,3237,1400,1539,883,169,370,111,9577,460,1354,3984,1006,1169,500,131,266,108,8971,218,576,1626,400,342,187,54,109,24,3541,268,576,1143,347,271,158,44,102,41,2960,60,273,394,730,279,880,89,400,1300,4409,3784,14360,15849,34179,15582,48781,3698,20643,2919,159795
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
19499,0,0,3,0,0,0,0,3,5,11,0,3,0,3,0,4,0,0,0,12,0,0,0,4,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,12,0,0,23,0,0,0,0,11,0,40,3,3,36,0,0,0,3,10,0,51,0,0,3,0,0,0,0,7,0,10,0,0,6,0,0,0,0,3,0,8,0,0,9,0,0,0,3,3,11,29,7,5,86,12,3,4,9,34,21,187,5,57,82,116,24,41,14,55,8,398,24,749,170,917,101,314,83,448,22,2832,21,88,147,176,43,100,55,211,23,868,15,41,267,79,22,35,3,68,8,536,26,23,804,19,12,14,8,50,4,955,40,27,1292,15,13,3,9,57,9,1469,12,9,377,12,0,0,4,24,0,429,11,27,278,17,7,5,8,16,3,376,5,35,66,38,19,42,10,30,75,320,157,1043,3482,1392,250,559,188,964,154,8180
