GCCSA_CODE_2016,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000mo_Mng,CI_II_3000mo_Pro,CI_II_3000mo_TecTW,CI_II_3000mo_CoPSW,CI_II_3000mo_ClAW,CI_II_3000mo_SWks,CI_II_3000mo_MaOpDv,CI_II_3000mo_Lab,CI_II_3000mo_IDNS,CI_II_3000mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000mo_Mng,LE_IDNS_3000mo_Pro,LE_IDNS_3000mo_TecTW,LE_IDNS_3000mo_CoPSW,LE_IDNS_3000mo_ClAW,LE_IDNS_3000mo_SWks,LE_IDNS_3000mo_MaOpDv,LE_IDNS_3000mo_Lab,LE_IDNS_3000mo_IDNS,LE_IDNS_3000mo_Tot,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot
6RTAS,9,0,0,3,3,0,3,3,0,21,0,3,0,0,3,0,0,0,0,10,4,0,3,0,4,14,0,0,0,24,174,62,169,366,378,358,124,396,26,2048,16,0,10,3,3,6,0,4,7,51,9,3,12,16,6,37,0,36,3,126,13,6,11,29,4,32,10,64,24,192,24,10,26,41,21,42,18,53,17,256,24,8,27,60,22,37,23,48,19,259,30,28,51,76,45,45,23,98,17,424,55,32,54,58,60,48,53,87,26,480,50,32,68,48,61,25,53,55,11,409,53,51,42,30,55,14,48,47,14,352,35,37,25,16,19,14,29,13,9,185,31,43,14,10,12,0,22,14,0,151,15,22,16,13,0,0,10,3,3,89,12,25,9,9,3,3,7,7,0,80,21,24,0,0,0,0,3,11,4,69,25,11,31,18,13,20,16,46,84,250,427,325,386,427,338,339,316,585,226,3375
6GHOB,3,6,0,3,3,3,0,0,0,23,4,0,0,0,0,0,0,0,0,5,0,3,0,0,3,6,0,4,0,18,96,76,121,262,338,335,67,276,15,1578,3,0,3,0,3,0,0,4,0,19,8,4,3,17,3,23,3,20,8,89,6,9,12,25,7,19,3,25,7,121,10,10,21,24,16,18,11,35,12,141,3,15,18,38,21,17,8,24,18,168,19,18,34,64,35,33,18,52,14,286,24,35,36,65,49,35,30,63,16,348,39,49,43,53,62,32,52,54,8,382,45,64,51,23,66,14,17,26,13,316,19,59,20,9,37,5,12,8,13,182,15,48,14,16,17,8,9,3,8,141,12,23,5,14,15,3,6,3,3,86,29,36,8,7,3,13,0,3,8,109,16,22,6,3,4,0,0,0,6,56,12,18,22,12,11,13,9,11,53,166,254,403,299,383,346,241,174,331,177,2610
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,4,14,28,4,11,6,64,4,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,3,0,11,7,26,0,3,5,4,0,0,3,6,3,24,0,0,10,4,0,0,0,17,4,40,0,4,8,6,0,0,3,11,0,33,3,3,9,7,3,3,6,5,3,39,3,0,7,3,0,0,6,10,0,34,3,3,5,0,0,0,10,3,0,23,3,4,4,0,0,0,7,6,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,12,31,21,26,56,28,9,12,34,74,35,302
5RWAU,26,14,38,23,25,5,128,62,6,325,16,31,22,0,4,13,30,36,3,151,4,9,0,11,10,8,6,13,10,59,438,230,375,616,817,678,466,827,66,4514,47,5,3,6,11,9,10,18,28,134,14,11,16,33,26,71,8,54,20,253,34,9,15,51,26,36,17,78,16,282,41,16,31,47,47,37,14,85,25,346,48,20,45,68,46,42,12,120,29,429,89,33,61,113,82,67,55,124,27,646,109,51,84,116,85,86,80,165,36,815,97,71,116,117,111,71,90,180,33,883,135,70,105,95,129,45,125,116,32,850,97,69,92,41,75,24,84,74,32,586,69,71,54,49,44,22,102,48,21,496,56,59,53,21,24,11,114,53,21,403,84,101,119,38,31,12,227,107,27,732,95,86,74,7,17,12,97,68,20,485,69,30,50,48,30,35,73,71,205,617,1095,713,909,851,781,578,1107,1361,558,7956
5GPER,84,50,50,22,51,24,32,31,7,357,30,19,16,4,17,15,9,6,0,119,11,6,9,19,29,21,7,15,12,127,826,520,980,1798,2406,1885,675,1507,124,10716,25,27,24,17,35,25,6,32,51,242,17,45,22,126,38,156,15,113,34,573,36,60,65,204,100,189,40,161,38,901,41,67,95,210,125,199,38,196,58,1037,47,99,126,259,162,181,48,235,73,1228,107,164,202,463,350,288,105,312,99,2094,174,180,264,456,373,247,185,341,112,2332,205,306,401,455,518,240,280,321,121,2850,261,419,525,330,670,178,273,245,118,3013,209,455,295,181,408,131,181,97,96,2049,213,481,235,117,246,104,148,79,69,1697,167,397,154,95,125,58,87,51,55,1182,353,585,164,85,132,62,131,65,69,1642,337,467,75,16,89,47,57,37,57,1195,75,140,137,144,133,111,102,153,544,1541,2275,3893,2796,3157,3513,2212,1695,2454,1587,23577
59799,0,0,3,0,0,0,0,8,0,17,0,3,4,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,3,8,0,0,0,3,5,3,25,0,0,0,0,0,0,0,0,3,5,0,3,10,3,3,0,9,24,12,60
59499,0,7,8,0,0,0,3,11,0,27,0,4,3,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,31,46,131,113,25,42,49,189,6,622,0,0,0,0,0,0,0,4,12,25,3,4,3,4,3,5,0,15,4,50,3,3,14,11,0,3,6,33,3,78,3,4,21,12,0,9,7,28,6,85,6,8,21,21,3,6,13,29,8,120,10,4,31,27,6,14,13,34,8,154,4,7,34,13,7,3,13,52,9,155,7,15,53,11,11,4,17,35,8,166,12,7,61,17,9,6,24,55,9,199,9,8,46,8,5,3,13,20,3,126,12,6,29,7,3,0,13,18,6,95,5,4,15,0,3,0,15,12,6,70,8,15,26,4,0,0,28,20,0,100,9,17,10,0,0,0,5,16,4,59,9,9,23,0,3,0,19,24,50,133,95,116,396,146,63,62,191,397,135,1604
4RSAU,15,11,5,11,7,0,16,5,0,71,5,0,9,0,7,3,0,9,0,31,6,3,3,3,4,3,3,9,0,31,379,119,232,379,547,471,233,627,33,3012,37,7,8,8,7,3,5,8,10,95,20,11,10,25,6,61,3,60,11,202,33,10,22,38,14,48,8,64,20,255,49,16,18,45,21,27,13,78,16,283,56,21,36,58,24,31,18,96,27,378,84,36,42,105,52,64,39,132,23,572,79,38,69,85,53,56,53,163,33,626,100,60,85,59,74,50,81,158,31,693,109,57,58,38,59,19,67,91,25,522,71,53,39,25,34,15,55,53,14,347,65,44,27,18,19,8,48,19,13,249,50,29,25,3,16,0,19,7,5,161,46,30,22,16,7,3,32,14,13,185,46,19,11,7,8,6,11,18,7,132,47,25,35,28,18,17,28,74,84,348,885,449,509,544,408,407,478,1035,335,5050
4GADE,42,18,8,20,23,19,8,4,0,132,16,3,8,3,3,6,0,3,0,47,3,0,7,7,15,17,9,9,7,68,649,411,613,1228,1736,1481,508,1219,85,7929,21,9,15,12,20,8,7,27,41,158,13,26,13,85,19,117,11,89,21,390,22,39,46,102,44,117,22,100,36,531,24,55,84,130,75,124,34,140,44,712,58,57,106,154,108,122,36,149,55,848,73,97,148,296,197,172,89,240,69,1382,114,118,203,279,253,160,172,274,76,1639,140,223,261,264,340,124,210,228,78,1871,177,298,247,172,341,103,172,113,74,1692,133,284,160,88,179,58,72,53,41,1075,126,285,102,65,96,28,40,37,31,807,106,201,51,46,54,21,32,21,14,547,173,229,44,46,44,19,40,8,27,628,98,180,11,9,28,21,14,17,23,404,66,83,85,102,67,88,41,103,370,992,1341,2190,1567,1848,1861,1290,989,1590,992,13672
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
49499,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,25,28,98,107,34,31,31,145,6,508,5,0,0,3,4,0,0,3,3,20,0,0,0,8,0,4,0,15,3,33,0,7,9,19,0,0,0,18,6,59,0,8,13,13,3,6,5,22,3,78,7,7,33,13,3,7,3,26,0,99,6,7,34,30,3,4,3,39,9,143,8,6,34,18,7,7,9,41,8,134,11,12,32,13,5,0,10,35,3,127,12,15,43,4,4,9,12,40,10,149,4,4,22,4,3,0,5,9,4,63,4,7,19,0,3,0,3,13,3,56,4,3,8,0,0,0,5,0,0,29,0,12,10,4,0,0,3,4,0,33,0,5,3,6,0,0,0,3,3,22,0,4,13,3,0,3,3,15,23,68,71,94,277,138,38,45,72,281,79,1112
3RQLD,62,42,40,8,30,26,87,28,8,335,28,19,11,0,13,9,14,11,4,115,12,17,15,30,25,31,15,27,11,182,1262,708,1263,2330,2724,2791,1055,2618,146,14896,100,30,38,26,38,50,16,48,63,410,54,25,50,165,56,315,23,225,69,982,107,97,94,216,100,217,59,265,87,1231,140,112,140,265,165,213,81,348,111,1575,159,135,221,380,247,265,117,428,114,2071,263,229,324,585,348,408,198,628,154,3136,301,281,450,590,490,447,308,724,199,3786,415,393,535,458,529,352,388,651,161,3885,444,447,535,309,486,192,398,379,163,3356,278,352,283,147,226,105,248,167,94,1901,265,399,200,109,137,78,176,105,65,1531,155,227,134,60,74,36,167,52,33,937,231,314,171,42,58,51,221,62,42,1187,192,315,89,27,32,42,76,49,46,871,193,162,203,221,128,194,183,304,814,2408,3314,3506,3470,3608,3116,2955,2665,4439,2205,29270
3GBRI,88,51,18,13,41,21,27,11,3,275,27,12,7,11,9,11,3,12,0,87,7,3,15,22,21,23,4,24,7,126,989,686,992,1909,2596,2153,951,1834,126,12229,40,23,31,22,19,37,3,26,73,277,20,28,32,108,40,215,21,124,38,621,49,63,65,158,87,132,41,161,61,812,48,76,120,208,109,147,50,269,82,1116,82,89,136,231,181,167,84,290,94,1362,127,196,232,420,288,255,184,426,135,2255,162,226,339,451,388,302,319,504,174,2872,282,360,448,350,616,242,448,439,181,3365,340,502,484,289,597,200,356,285,174,3220,210,469,274,173,405,112,195,154,95,2087,236,502,175,127,211,100,122,67,73,1614,163,369,123,50,95,49,65,38,49,1006,326,542,140,62,116,62,89,55,51,1445,263,444,61,23,63,60,23,32,49,1011,106,152,147,160,139,112,108,189,758,1873,2441,4042,2798,2835,3366,2189,2107,3053,2100,24923
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,7,0,10
39499,3,0,0,0,0,3,8,3,0,17,0,3,3,0,0,0,0,3,0,17,0,0,0,0,0,0,3,4,0,14,41,94,193,155,74,69,95,399,17,1135,3,3,4,4,0,3,0,8,11,40,0,4,10,19,0,10,0,29,5,79,0,11,20,9,5,9,9,60,10,140,11,8,39,24,7,14,16,62,18,189,13,10,36,23,6,17,14,81,14,226,11,17,74,50,23,8,18,103,10,323,10,19,65,37,8,9,29,104,29,306,18,14,120,27,14,18,42,97,25,384,31,24,125,16,6,11,45,99,25,393,17,13,81,7,11,9,30,51,8,230,14,9,44,3,3,3,32,28,10,156,10,16,31,3,3,0,15,33,5,114,18,17,23,3,5,3,28,14,3,106,17,22,13,0,0,3,6,12,9,74,18,16,67,17,5,13,21,38,104,301,190,214,764,247,113,122,317,807,282,3062
2RVIC,36,10,11,14,10,7,11,10,3,109,27,5,0,10,7,9,5,4,3,73,15,7,5,24,20,18,3,15,6,118,875,349,642,1359,1573,1293,461,1309,86,7950,111,14,17,23,20,27,8,41,59,315,97,22,31,102,31,257,10,213,51,808,101,52,65,141,67,151,35,190,62,872,159,63,138,174,109,148,50,225,74,1137,162,86,146,232,145,146,65,266,65,1313,259,152,222,379,225,242,119,379,106,2087,280,195,279,320,292,230,182,420,102,2299,297,286,313,259,283,151,253,335,101,2276,287,338,252,173,229,99,243,197,80,1891,174,284,95,109,100,51,121,79,47,1060,179,208,76,81,76,32,70,56,26,799,91,126,56,62,29,13,34,34,17,470,152,133,52,28,27,23,55,39,23,534,138,127,42,14,21,18,20,28,25,433,200,113,133,129,72,127,89,176,458,1499,2670,2195,1921,2230,1714,1731,1359,2681,1295,17789
2GMEL,207,104,31,20,67,69,27,19,5,548,85,33,9,18,21,50,3,15,0,237,17,16,19,47,51,40,20,27,21,256,1666,1150,1550,3025,4159,2715,1335,2224,191,18017,99,70,53,61,67,72,33,43,208,704,55,114,74,279,96,409,23,237,109,1397,86,171,163,443,212,410,82,342,153,2058,138,192,258,514,310,420,142,469,180,2615,179,254,367,651,382,416,160,512,227,3158,297,456,561,939,652,625,352,699,268,4842,440,574,722,900,935,586,683,868,329,6033,583,930,983,803,1236,531,857,744,358,7028,720,1265,944,604,1268,421,690,495,327,6740,587,1136,500,308,756,232,317,219,193,4251,520,1090,341,208,429,164,232,114,174,3266,425,832,212,123,207,90,110,80,81,2161,773,1122,212,117,230,143,94,91,124,2915,718,964,88,41,129,120,43,40,123,2268,293,418,409,345,324,312,258,351,1612,4316,5910,9587,5892,6332,7239,4954,4081,5302,4450,53750
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
29499,7,5,4,0,0,0,0,11,0,23,3,0,3,0,0,0,0,3,0,5,0,0,3,7,5,0,3,3,3,21,42,69,224,203,63,82,74,344,17,1118,9,4,16,5,0,3,6,7,25,72,0,8,13,19,8,11,4,25,7,91,7,12,30,34,8,15,13,59,12,191,17,15,56,47,8,7,15,67,15,243,10,26,91,38,6,6,29,73,30,314,17,28,111,63,15,11,37,97,28,413,20,27,110,49,5,11,36,110,21,393,25,32,150,35,10,22,57,93,21,448,26,29,157,21,20,18,51,70,20,415,27,23,86,9,6,9,26,41,13,247,18,17,53,10,7,3,12,30,14,165,13,21,24,3,4,8,16,21,10,118,12,23,29,7,4,0,16,21,8,125,20,27,17,3,0,0,4,8,10,86,22,23,53,25,13,14,31,45,124,343,244,303,988,380,128,133,354,766,355,3664
1RNSW,69,40,16,9,38,26,85,22,7,316,64,7,17,9,24,21,14,10,0,160,34,8,10,19,37,27,12,37,14,209,1813,805,1123,2553,4163,2810,1094,2604,149,17121,163,26,22,31,42,35,14,61,87,484,69,47,44,173,68,374,33,260,72,1147,172,63,101,254,148,251,52,333,101,1474,238,120,155,312,260,265,81,398,118,1945,229,170,224,411,337,322,121,433,125,2379,356,290,368,635,555,455,186,613,180,3633,437,365,422,631,663,470,334,774,168,4263,487,415,479,534,783,325,453,642,167,4294,484,489,387,310,572,206,392,355,146,3349,286,374,220,132,302,113,243,157,59,1892,282,404,125,90,188,58,175,75,73,1471,171,283,91,64,77,30,115,46,36,916,275,295,73,56,74,53,169,52,40,1091,215,288,50,20,47,39,36,40,50,789,242,187,174,205,159,198,140,328,695,2326,4107,3827,2928,3865,4281,3197,2550,4572,2125,31450
1GSYD,279,217,51,38,133,81,47,21,10,878,150,84,18,20,56,56,10,0,6,400,33,17,21,36,73,31,19,25,15,269,2209,1676,1562,2892,6210,3145,1472,2176,268,21605,83,75,52,70,72,68,22,64,195,700,45,103,58,237,94,314,36,201,108,1194,81,181,165,389,267,398,93,343,169,2083,125,254,265,485,410,378,151,474,201,2736,147,285,347,531,497,439,195,542,241,3220,293,508,538,834,961,672,373,823,331,5328,428,671,717,949,1347,765,729,1035,413,7058,651,983,885,893,1825,610,857,899,441,8047,873,1422,1023,643,1943,508,662,550,455,8079,612,1359,589,338,1109,331,401,259,260,5260,649,1350,394,242,744,244,218,191,207,4242,564,1138,236,145,365,119,119,87,143,2910,1166,1686,258,134,416,176,136,81,187,4253,1069,1400,102,49,205,163,52,37,168,3251,298,456,305,308,375,255,234,304,1786,4317,7081,11879,5930,6238,10646,5438,4280,5897,5294,62678
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9
19499,4,8,10,3,3,3,7,7,0,45,4,3,0,3,0,0,0,3,0,25,4,3,3,4,0,0,0,6,0,30,86,96,265,257,91,106,134,459,21,1519,3,3,12,7,3,0,0,10,22,62,0,7,8,12,3,3,4,21,4,71,8,16,26,27,11,17,19,48,13,181,16,16,37,36,19,15,42,87,14,284,11,31,61,52,12,12,37,97,20,332,15,24,93,69,32,25,58,132,31,485,23,31,114,40,23,21,53,138,20,471,34,38,146,32,29,17,70,154,31,548,34,39,129,21,25,25,66,118,26,482,24,19,107,11,10,15,29,71,25,320,25,17,67,6,6,11,29,28,15,207,15,12,23,8,4,4,22,24,7,119,30,29,22,5,9,9,13,21,14,152,16,32,19,3,3,3,9,9,12,95,21,17,65,25,18,6,30,59,140,387,280,336,942,362,203,185,491,1011,393,4197
