GCCSA_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
3RQLD,6,548,1350,89,223,49,20,1729,64,12,8,7,0,82,18678,1321,1831,499,168,22493,1620,114,182,65,9,1994,690,77,120,29,17,945,1185,84,89,15,11,1380,12556,753,1111,342,159,14927,5351,341,515,292,320,6814,417599,23108,32205,12208,4645,489766,630075,50330,58635,18685,7494,765212,2536,224,248,54,17,3080,3688,739,445,256,38,5171,327,61,59,17,13,474,230,74,40,7,0,353,1587,131,89,23,25,1854,105,4,15,4,0,141,2893,345,528,132,52,3953,188,41,44,28,11,301,1085,140,121,29,4,1377,7532,707,429,126,114,8909,975,67,65,26,16,1152,552,89,94,12,3,745,143,25,11,0,4,189,1913,191,177,40,25,2354,1374,208,276,162,40,2062,3265,311,303,89,43,4011,2768,275,281,86,25,3435,115,34,32,16,0,192,1867,207,188,41,28,2321,217,30,61,34,12,356,1656,249,316,75,20,2314,42943,3779,4181,865,527,52292,464,91,35,7,3,597
3GBRI,16,1679,1649,110,166,42,15,1990,96,12,8,7,0,126,22830,1122,1438,365,163,25921,1990,100,146,28,15,2276,3167,248,572,139,54,4179,1449,70,64,20,3,1607,23325,1038,1551,349,241,26500,3823,183,242,97,228,4569,459251,19458,24458,6279,3433,512876,625935,41293,38602,7380,4541,717760,2863,205,220,30,10,3328,11515,1782,1000,561,63,14930,632,69,76,19,9,810,368,61,40,11,6,485,4931,395,289,92,40,5749,284,27,23,7,3,342,3388,305,365,59,30,4149,395,85,81,13,8,579,3483,341,269,52,17,4157,19070,1351,931,258,196,21809,1782,110,114,33,19,2051,1841,162,196,41,22,2256,338,49,57,7,4,458,3572,325,189,31,22,4141,1564,236,184,91,41,2108,2342,134,173,35,14,2702,4990,572,563,158,69,6348,276,71,61,16,3,423,4946,432,325,58,17,5779,243,28,35,5,4,319,1887,228,208,41,17,2377,56558,3114,3156,508,578,63912,1195,168,138,19,16,1538
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,132,6,14,6,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0
39499,0,28,45,3,42,0,3,92,3,0,0,0,0,4,813,85,465,21,21,1412,81,5,37,3,0,124,60,4,20,9,3,95,36,3,15,0,0,54,695,60,297,21,24,1093,251,17,107,22,26,418,15674,1128,6238,586,422,24053,44180,7783,20044,1156,1115,74273,127,24,87,5,0,236,216,52,126,13,0,414,44,23,38,4,3,105,15,6,9,0,0,26,103,26,53,10,11,192,25,3,9,0,0,31,204,44,173,10,5,436,27,5,24,4,0,64,97,16,35,3,0,147,544,98,176,10,21,857,37,7,29,3,0,77,57,7,28,3,0,94,14,3,6,0,0,18,255,53,78,3,6,403,95,26,96,13,0,236,100,11,54,3,5,180,211,36,120,9,0,372,21,8,8,3,0,42,113,19,71,3,0,206,15,4,12,0,0,36,116,28,96,0,3,252,4477,738,1866,73,114,7262,40,14,19,0,0,77
2RVIC,3,632,443,27,60,18,6,556,73,7,5,3,0,95,6744,346,686,239,101,8105,589,49,77,25,0,735,590,52,80,29,11,762,197,6,15,7,6,228,4212,234,367,126,90,5030,4461,270,464,239,262,5690,236148,11749,18988,7744,3331,277953,380335,31664,42475,13798,5886,474161,640,51,55,18,6,771,1980,399,279,178,32,2871,389,55,61,18,3,524,218,37,28,5,5,299,449,23,26,4,5,505,289,42,32,8,10,390,1072,119,211,76,27,1505,255,66,88,28,7,453,423,49,48,12,5,540,6324,504,279,106,103,7323,381,24,30,17,3,454,338,25,31,3,8,404,210,39,29,3,5,287,867,70,78,18,8,1039,1061,235,219,167,54,1740,272,13,34,7,3,331,416,28,20,8,6,475,137,27,34,3,5,219,1205,101,107,27,13,1452,296,33,34,14,16,389,1036,178,274,88,41,1607,6100,485,664,189,84,7516,516,60,54,0,13,646
2GMEL,114,13428,3849,227,357,74,46,4554,1645,157,115,61,29,2008,33795,1685,2233,442,256,38409,3998,251,328,67,28,4673,16266,974,1418,378,217,19252,1332,30,46,11,16,1432,50378,2446,3505,763,684,57777,9582,574,633,242,622,11652,877882,40846,48591,12654,8030,988003,1103827,88082,73543,12501,10354,1288307,4402,308,301,44,25,5081,46212,8208,4474,2973,363,62226,3701,466,326,75,71,4642,3488,633,393,76,49,4641,5609,280,215,78,67,6242,5491,561,339,93,108,6599,6470,733,693,136,96,8123,6983,1208,965,230,158,9546,9895,777,627,135,42,11473,89484,5563,3634,847,844,100371,8070,414,373,112,64,9027,5119,510,497,102,67,6301,3316,495,594,100,79,4585,7380,505,370,55,61,8377,11589,1967,1435,448,292,15738,3557,222,282,44,31,4144,5905,536,541,154,69,7202,3370,883,1070,173,127,5620,22430,1751,1265,291,134,25875,3122,348,284,64,63,3877,3338,502,433,104,55,4428,43266,2492,2462,339,421,48978,7894,561,776,79,100,9413
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,127,3,4,3,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,168,82,3,25,4,8,115,27,3,12,0,0,50,821,63,302,16,18,1219,80,12,20,0,3,121,233,15,60,12,14,331,23,0,4,0,0,20,1052,53,341,42,37,1535,383,32,120,16,47,598,19565,1323,6519,569,530,28505,49273,11077,24510,1107,1495,87464,110,17,56,0,0,187,975,316,824,84,29,2232,173,78,144,14,5,410,92,23,69,0,4,192,83,32,32,3,0,144,167,91,107,7,11,383,214,42,126,4,6,398,280,103,222,14,16,634,198,32,117,4,0,353,1560,354,704,31,59,2700,96,11,57,3,0,167,144,52,99,4,6,304,122,43,97,7,9,272,305,76,106,3,4,489,470,245,389,36,32,1172,69,0,25,0,0,94,121,31,73,7,3,240,190,99,193,17,14,512,362,69,158,3,6,598,124,47,96,3,3,281,147,47,133,9,9,346,1558,216,615,19,57,2463,248,18,122,3,5,401
1RNSW,3,574,932,77,170,42,25,1245,124,17,17,11,7,173,12448,815,1560,460,161,15443,1330,78,211,64,19,1699,720,82,164,44,22,1024,539,9,32,5,5,590,7763,479,823,231,122,9411,7064,380,820,407,448,9123,423486,19283,36508,12505,5630,497415,697924,49444,76389,21493,10056,855302,1587,151,185,51,14,1997,3440,512,679,217,57,4902,440,57,55,9,13,573,373,114,65,3,8,566,1224,69,72,26,22,1417,1122,118,116,16,15,1390,2065,234,426,121,39,2891,324,52,95,29,17,519,772,130,184,24,6,1116,6842,735,420,209,107,8309,682,37,64,11,6,803,589,64,62,12,6,728,285,67,35,3,11,401,1547,158,194,29,24,1952,1235,255,308,144,38,1971,522,46,91,14,9,673,1350,151,105,39,21,1667,420,84,130,32,22,684,1371,147,206,25,17,1766,296,37,59,40,10,439,1143,164,296,102,35,1737,12292,1028,1516,321,169,15321,720,117,59,12,12,926
1GSYD,50,6639,8341,324,459,144,99,9366,1554,128,155,34,24,1901,40293,2365,2781,472,278,46190,5686,305,403,74,34,6505,16195,1095,1505,415,209,19417,1522,51,74,7,13,1664,72075,3075,4376,910,773,81208,8807,478,609,222,624,10739,940609,45259,52954,11760,8242,1058826,1079191,85593,71513,10990,9693,1256980,5632,518,386,62,23,6623,78838,10941,7503,2442,611,100328,3676,412,318,53,60,4519,5523,1053,669,106,99,7454,17585,934,598,159,215,19491,4571,429,266,55,61,5385,7216,737,720,135,50,8856,3979,717,706,129,101,5634,19959,1575,1332,211,110,23193,75437,4377,2763,537,489,83613,16795,690,743,144,131,18502,8191,975,828,133,98,10229,7534,1214,1108,109,164,10128,11665,1197,608,61,87,13610,9736,1514,1154,282,177,12861,5924,440,510,89,60,7024,18277,3034,2733,633,218,24889,12229,3384,3028,442,384,19465,14341,1185,913,145,91,16676,2264,282,352,76,64,3046,3190,387,328,60,24,3994,47358,3629,2840,429,509,54764,8776,747,1028,95,155,10800
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,9,50,3,13,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0
19499,0,65,135,3,54,3,8,201,19,3,9,0,0,38,914,88,446,26,23,1494,115,16,51,3,3,188,247,30,50,10,7,343,26,0,3,0,0,30,1297,107,547,34,40,2021,478,37,144,20,59,735,22880,1637,8290,698,621,34124,57995,11592,28976,1325,1749,101636,124,21,66,0,0,222,1775,633,1294,98,45,3843,210,66,114,5,4,408,138,42,76,3,9,272,339,70,100,13,14,528,173,63,66,5,5,309,212,63,174,11,3,467,195,71,160,3,10,454,316,66,221,5,4,609,798,178,469,19,25,1480,220,41,170,0,4,443,201,73,140,5,7,430,341,89,126,7,19,580,531,192,179,4,13,921,364,139,309,23,15,857,125,9,71,3,0,208,637,271,610,53,17,1594,805,430,708,31,64,2040,294,48,100,4,4,455,77,41,57,9,9,185,124,41,100,3,9,279,2144,369,971,41,64,3590,217,45,212,3,10,490
