GCCSA_CODE_2016,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_2016,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_2016,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_2016,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_2016,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_2016,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_2016,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_2016,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_2016,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_2016,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_2016,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_2016,Tot_EdTrn_NS,Tot_EdTrn_Tot,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_2016,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_2016,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_2016,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_2016,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_2016,Tot_Tot_NS,Tot_Tot_Tot
6RTAS,373,100,11,14,10,29,16,0,6,193,412,37,71,67,114,77,6,29,805,335,55,93,113,154,218,32,32,1033,237,14,25,27,48,33,0,9,398,48,0,7,6,13,7,0,0,86,89,10,9,9,14,4,0,3,143,78,3,9,4,9,11,0,0,107,286,20,43,43,60,49,3,10,513,137,17,23,22,33,50,3,8,305,337,21,46,34,62,17,5,8,527,591,54,55,89,96,79,6,23,989,1003,111,143,224,365,282,23,38,2196,102,12,9,14,17,7,0,0,165,166,10,19,21,43,27,0,10,299,156,25,29,34,55,50,5,27,374,5151,546,776,946,1469,1433,129,310,10759
6GHOB,480,98,12,22,12,17,20,0,9,185,432,65,90,98,179,172,10,36,1082,275,67,109,180,379,580,45,42,1679,178,16,20,44,83,82,0,10,437,110,13,14,24,36,21,5,7,229,119,12,12,40,39,30,3,0,263,92,7,5,10,14,12,3,6,159,479,62,89,112,150,167,6,18,1092,151,20,22,40,79,93,8,13,418,823,66,101,119,127,66,4,22,1328,806,98,114,148,191,213,20,27,1626,1186,170,225,268,482,330,18,41,2715,138,27,29,29,52,49,7,6,330,215,34,34,42,74,52,3,12,468,163,27,22,41,77,69,9,28,437,5980,798,1037,1382,2197,2137,155,319,14015
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,11
69499,217,12,0,0,0,0,3,0,0,19,8,0,0,3,5,3,0,0,21,10,0,0,3,5,3,0,0,22,28,3,8,4,16,15,0,3,78,13,0,5,0,4,3,0,0,17,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,38,3,3,0,3,3,0,0,50,64,3,8,5,15,18,3,3,120,8,3,0,0,3,0,0,3,28,24,3,8,5,3,5,0,3,39,86,8,4,7,11,13,0,0,132,4,0,3,3,3,0,0,0,16,21,3,4,0,3,3,0,0,27,15,0,0,0,0,10,0,3,33,498,47,75,61,111,82,13,32,909
5RWAU,6133,295,40,74,79,291,267,11,39,1090,1368,154,243,324,810,822,61,137,3923,1144,184,296,419,1324,1615,137,175,5293,1068,119,177,246,549,494,15,90,2752,101,11,27,26,53,45,3,17,276,222,26,30,41,91,83,5,8,515,291,27,39,50,123,172,0,13,712,875,109,171,262,529,477,22,44,2490,645,86,126,153,388,502,49,71,2026,1314,182,195,240,574,390,11,89,2997,1774,217,277,351,598,380,14,103,3703,2316,274,395,671,1520,1331,48,154,6707,209,25,32,48,78,71,3,25,484,546,86,124,179,369,381,7,55,1744,819,109,187,254,577,553,42,208,2746,21161,2980,4256,5970,13804,12401,760,1969,63296
5GPER,28270,3273,574,765,987,2240,2013,68,156,10077,8938,1821,2771,3736,7404,6896,358,581,32497,3924,1240,1873,3129,8247,10314,824,691,30242,5309,969,1408,1730,4246,2911,104,296,16975,1175,220,307,407,769,671,35,60,3636,3460,670,893,1258,1855,1473,43,124,9782,2447,385,432,625,1050,970,44,97,6042,8521,1895,2576,3705,6141,4981,263,326,28401,3156,677,870,1196,2621,4140,383,314,13360,9375,1525,1736,2245,3775,2505,87,285,21537,11779,2135,2618,3381,5100,3930,185,410,29532,17239,3510,4144,6289,12745,10574,430,783,55718,1802,324,469,612,1061,830,40,93,5231,4249,870,1072,1390,3401,3464,207,256,14906,4763,988,1299,1822,4010,3874,275,903,17931,110557,22039,28519,39967,81381,74214,3948,6614,367234
59799,79,4,0,0,0,4,7,0,0,11,3,0,0,0,0,0,0,0,3,13,4,3,3,4,0,0,0,32,26,3,3,9,12,4,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,7,7,0,0,17,10,0,0,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,26,3,5,9,9,16,0,4,66,199,43,48,52,89,68,3,14,521
59499,6826,101,12,19,30,54,42,0,0,262,190,36,30,44,99,82,15,13,515,70,22,34,36,74,65,4,6,310,506,103,191,152,372,229,9,38,1594,62,10,20,12,44,38,0,8,195,44,8,8,12,12,15,0,3,98,44,3,8,5,13,15,6,7,105,281,58,68,81,120,86,14,11,719,717,104,156,189,425,480,46,60,2172,129,27,40,27,70,56,0,12,367,242,44,47,81,118,83,7,10,622,565,97,97,164,294,227,18,36,1497,47,10,15,16,26,10,0,3,129,325,67,53,86,166,123,10,21,862,362,57,92,97,219,205,27,61,1114,6635,1136,1605,1898,3897,3419,228,572,19390
4RSAU,732,122,5,11,46,106,181,21,34,521,711,45,71,98,226,174,9,40,1381,552,43,72,107,259,253,15,50,1353,318,20,12,17,54,28,3,17,475,40,0,3,8,9,5,0,0,69,77,5,8,7,13,14,0,0,127,98,3,6,3,9,8,0,3,132,240,22,18,35,53,27,3,8,402,310,20,26,30,89,144,8,30,656,430,31,31,54,115,65,3,21,754,674,42,62,93,158,98,5,29,1158,1271,97,145,237,518,366,6,71,2722,89,5,8,4,19,15,0,10,151,250,15,30,24,61,58,6,14,459,270,13,30,42,110,103,6,56,636,7861,570,821,1247,2792,2834,250,639,17013
4GADE,7554,1734,211,214,362,753,612,37,66,3989,4753,626,879,1270,2742,1784,112,205,12369,2267,460,788,1296,3526,3260,280,253,12121,2580,309,318,456,1685,694,43,128,6224,716,114,115,192,410,365,31,33,1980,1734,236,286,443,717,441,25,48,3925,970,63,107,136,276,202,12,34,1785,3643,567,693,1094,1917,1582,136,141,9769,1942,258,351,443,1204,1408,128,120,5851,5075,621,639,892,1446,672,26,156,9520,5430,744,873,1205,2106,1621,86,176,12242,10597,1600,1639,3059,7588,4500,208,394,29580,609,84,132,162,281,208,23,30,1522,2238,337,333,496,1172,937,75,103,5690,1835,243,297,568,1133,955,95,270,5388,57042,8046,9270,14357,31870,22946,1517,2713,147758
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9
49499,2491,55,3,8,5,23,10,0,6,102,97,16,17,12,33,20,3,9,212,32,0,8,8,17,13,0,0,82,185,25,49,31,186,55,3,3,538,38,4,6,13,8,13,0,0,90,13,0,0,0,5,3,3,3,26,25,3,7,3,5,4,0,3,46,155,9,28,34,56,25,5,7,317,500,57,90,99,199,182,12,40,1188,80,11,15,27,25,20,0,4,185,130,20,19,28,44,43,3,10,299,381,41,53,69,140,102,8,19,812,26,4,6,6,4,4,0,0,53,150,21,17,28,47,20,3,3,287,147,14,16,35,36,56,4,23,338,3507,421,568,638,1282,876,77,209,7581
3RQLD,12949,1580,257,402,529,900,647,42,87,4446,5955,1129,1930,2346,3872,2800,181,427,18630,4779,1151,2101,2997,6194,6917,737,739,25613,3308,497,825,905,1860,1054,45,225,8720,655,124,237,259,358,278,11,47,1972,1311,198,357,512,724,494,27,71,3692,1943,295,516,587,734,579,25,84,4779,3589,616,1052,1468,2007,1389,90,150,10362,2600,508,823,952,1653,1940,242,276,8994,3688,585,899,1010,1487,690,28,174,8557,6265,1061,1585,2015,2712,1972,150,343,16114,10711,2076,3106,4293,7957,5483,327,647,34600,1258,253,410,507,744,646,53,95,3968,2417,471,694,929,1805,1393,86,216,8004,2777,461,898,1124,1841,1699,198,608,9607,65596,11720,19171,24716,42665,34985,3091,5675,207625
3GBRI,19000,3067,683,1045,1289,2085,1600,94,151,10015,6875,1610,2835,3480,5409,4347,243,474,25273,3476,1170,2014,3228,6053,7454,937,744,25070,5966,1248,1880,2217,4528,2780,130,351,19104,1155,305,446,604,853,744,61,66,4231,3110,757,1143,1608,2126,1478,72,144,10444,2092,502,726,926,1175,856,35,114,6424,7203,1866,2791,3997,5935,4407,347,365,26923,2924,694,1034,1392,2593,3504,427,351,12916,7202,1484,1985,2258,2612,1218,67,252,17085,8604,1837,2619,3284,4450,3729,205,407,25132,14216,3520,4699,6607,12040,7420,332,775,49598,1143,254,378,501,682,555,43,91,3654,3367,750,1080,1384,2435,2195,156,276,11652,3856,890,1420,1881,3173,2986,329,945,15480,90995,21238,31524,41481,67614,53775,4262,6777,317676
39799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,0,4,7,5,0,0,42
39499,7960,149,31,37,38,60,43,0,7,363,255,46,73,81,120,93,4,18,694,112,14,36,49,78,96,5,21,409,572,69,144,138,432,229,19,52,1653,106,21,23,30,44,23,0,12,253,60,10,14,23,34,21,3,3,166,92,12,14,25,21,26,3,3,186,356,64,88,110,173,127,8,19,951,1125,198,292,334,579,608,56,112,3306,243,40,79,67,73,69,3,12,581,300,62,116,101,124,108,9,30,847,730,121,184,168,261,213,19,35,1728,87,23,36,32,23,37,4,5,252,363,79,73,114,183,105,15,20,946,424,78,139,136,237,239,35,109,1395,8457,1481,2294,2510,3964,3241,335,798,23085
2RVIC,2972,558,60,105,135,291,253,18,51,1467,2521,292,484,693,1384,1046,52,167,6640,1712,303,498,708,1896,1547,159,222,7044,1037,113,160,173,592,237,19,83,2406,261,37,47,72,86,85,11,12,612,514,65,120,155,208,131,4,28,1224,331,23,45,51,85,44,4,18,600,1337,169,253,333,553,416,40,67,3170,781,87,131,164,349,478,54,87,2137,1878,194,258,349,491,251,8,89,3517,2696,306,456,632,881,656,65,116,5808,4913,696,973,1479,2997,2098,86,289,13534,494,73,96,130,146,187,12,38,1178,875,81,116,176,473,291,43,69,2118,1213,151,254,326,682,627,66,271,3593,27038,3320,5156,7001,13882,11208,939,2228,70760
2GMEL,35546,9270,1960,2460,3428,5298,4548,299,430,27680,18319,4387,5966,7591,13317,12728,840,1205,64349,9203,2659,4206,6425,14601,20137,2411,1632,61283,14019,3078,3449,4817,9726,5781,368,792,42038,4600,1046,1467,2542,3407,2897,257,212,16432,11126,2819,3971,6018,7275,5160,346,482,37202,3829,689,948,1537,2357,1812,117,200,11482,19523,4928,6440,9602,14335,15611,1695,1060,73185,7752,1645,2048,2796,5847,7889,851,713,29534,12994,2273,2548,3316,4138,2385,114,425,28199,17750,3725,4853,6400,9063,8474,583,771,51616,31201,7634,8448,12799,22438,16208,820,1528,101081,2873,632,1029,1307,1867,1682,125,164,9683,8278,1869,1947,2483,5391,4566,401,550,25491,11700,2646,3259,4591,8239,8650,771,2179,42029,225874,51638,63203,88589,149846,137353,11209,14531,742241
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10
29499,9234,172,23,32,41,50,66,8,19,403,303,55,72,91,131,112,18,24,805,99,33,39,49,84,134,15,31,483,956,193,256,342,912,497,45,65,3262,148,24,48,51,92,63,6,10,436,99,18,23,23,18,19,5,3,216,52,14,20,10,25,23,0,11,157,591,119,144,149,193,215,27,47,1490,1494,231,301,362,680,769,97,99,4034,428,47,57,62,96,80,5,15,791,409,85,124,156,170,176,30,41,1187,968,172,186,227,326,300,28,63,2268,106,20,34,36,34,41,4,8,296,449,61,71,67,138,117,15,33,946,609,134,165,169,383,355,41,132,1995,11133,1948,2567,2847,4866,4373,457,950,29145
1RNSW,6995,939,131,193,177,336,376,43,61,2255,4530,566,887,1067,1777,1456,93,288,10671,3779,748,1076,1338,2609,2701,279,459,12985,2290,188,275,287,488,293,12,139,3978,424,60,85,104,122,104,15,28,945,1050,140,181,221,227,165,8,45,2033,835,73,97,80,119,114,6,45,1369,2944,380,563,698,910,720,55,142,6416,1839,234,313,334,617,637,45,151,4175,3504,468,529,582,715,349,16,171,6332,5304,760,921,1100,1238,1151,76,232,10783,10609,1581,1966,2775,4715,4119,159,605,26524,659,73,101,152,164,174,28,56,1403,1882,268,306,361,675,572,36,121,4223,2146,314,423,508,853,906,79,411,5641,53181,7321,9761,11871,19192,18329,1426,3961,125043
