GCCSA_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
49499,0,21,0,10,0,0,0,0,0,38,0,17,0,24,3,0,0,3,0,54,0,39,0,23,8,0,0,0,0,74,0,33,4,28,9,0,0,6,3,81,0,38,3,36,3,0,4,7,3,98,3,27,5,28,3,0,4,0,3,77,0,18,3,27,3,0,3,0,4,64,4,21,0,11,0,0,3,0,0,42,9,13,0,27,3,0,0,0,0,51,4,0,0,4,0,0,0,0,0,11,0,3,0,6,0,0,0,0,0,12,21,259,29,252,38,3,14,32,14,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,7,9,0,22
3RQLD,69,508,69,1289,370,30,19,419,8,2781,99,1208,197,2620,1012,49,63,767,25,6033,130,2074,308,2439,1498,72,94,1090,45,7747,212,3466,481,2205,2271,102,171,1126,72,10107,437,6970,759,2873,3460,111,209,707,86,15605,390,8556,668,2497,2241,61,137,299,87,14940,578,11075,717,2423,1348,28,122,130,69,16492,866,6321,618,1786,576,20,113,65,67,10439,2211,5434,858,1540,478,15,170,55,61,10825,503,1648,114,98,60,8,20,10,23,2476,38,375,46,230,151,4,21,98,33,993,5639,48485,4976,21700,13890,522,1171,5582,586,102556,0,4,4,0,4,0,4,6,0,17,3,10,6,12,35,3,3,17,0,89,3,18,29,37,56,9,6,61,0,215,13,17,53,45,74,5,9,68,7,296,19,41,76,60,127,4,22,87,4,443,38,93,144,87,333,18,62,188,6,976,51,148,243,98,433,15,280,447,33,1750,88,233,511,89,779,22,624,809,36,3185
3GBRI,67,486,70,1210,394,29,33,309,9,2606,120,1259,159,2261,980,67,72,568,22,5511,130,2198,285,2110,1716,87,116,859,41,7549,241,3885,537,2013,3031,115,286,948,79,11132,552,8155,815,2751,5441,181,457,508,143,18998,660,9552,816,2424,3940,113,343,232,123,18202,1070,13308,781,2504,2779,82,236,209,169,21134,1456,8870,595,1947,1523,46,177,166,158,14939,4330,8715,788,1789,1657,42,390,150,161,18009,1389,2637,111,87,256,17,20,12,25,4565,68,400,41,201,203,3,21,55,23,1017,10210,60357,5099,21006,22404,834,2170,4600,977,127654,0,3,0,3,7,0,0,0,0,11,0,3,3,4,6,3,3,11,0,27,3,19,10,7,21,7,0,8,0,81,6,21,10,13,36,0,0,9,5,100,3,21,26,9,79,3,13,21,0,169,12,70,42,15,181,7,38,32,3,388,13,97,86,37,244,13,119,119,5,730,38,190,249,43,513,17,342,315,25,1721
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,79,3,23,3,4,0,18,0,127,0,96,8,49,6,6,6,16,0,189,3,137,9,52,8,0,4,21,3,238,0,123,13,51,15,11,4,18,5,238,9,139,6,61,24,0,16,8,3,265,5,103,14,48,12,0,3,4,4,204,5,101,18,37,12,0,3,13,4,201,11,49,24,27,8,0,4,7,3,137,21,44,23,21,13,0,10,8,0,151,3,22,3,0,0,0,0,0,0,30,0,8,0,5,0,0,3,3,0,28,62,1029,121,424,121,28,66,177,23,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,7,0,0,0,0,3,0,0,3,0,9,0,3,0,3,9,0,0,7,0,22,0,0,4,0,3,0,3,23,3,44,3,4,18,3,9,0,11,38,8,96
2RVIC,39,536,94,827,475,20,27,216,13,2258,71,1392,212,1546,973,43,43,489,24,4793,102,2072,232,1610,1169,55,86,549,25,5897,155,3286,339,1805,1562,61,154,368,60,7798,322,5806,371,1952,1585,66,153,235,58,10547,361,5621,266,1787,808,39,164,100,65,9216,549,4799,169,1614,550,35,97,50,49,7913,616,3329,105,1350,262,32,64,31,46,5824,1558,1728,102,1161,284,7,84,17,36,4982,389,640,47,83,48,0,12,4,9,1231,26,255,22,141,82,4,13,38,13,592,4228,30389,2105,14971,8257,382,925,2433,410,64100,3,0,0,3,3,0,0,5,0,20,3,3,3,59,32,0,0,64,0,164,6,33,10,134,35,4,0,158,0,388,14,25,10,163,54,3,3,116,3,392,21,49,34,238,134,6,7,127,5,624,34,105,74,385,224,10,10,129,4,961,33,141,69,361,313,7,46,123,10,1099,50,215,145,241,350,9,188,200,25,1419
2GMEL,86,1421,247,1492,920,40,28,261,16,4500,141,3110,394,2637,1818,90,62,462,38,8754,210,4719,589,2689,2608,119,171,566,81,11756,392,8599,853,3246,3926,197,319,463,117,18112,831,16635,1007,4307,4326,212,400,334,206,28253,991,16898,618,3991,2971,122,315,128,176,26206,1455,15533,497,3666,2227,100,456,75,214,24223,1803,11117,348,3102,1162,44,284,45,164,18068,5211,8363,360,2681,1295,61,377,38,228,18608,2395,3973,65,212,293,16,35,16,80,7077,135,778,52,331,294,9,32,32,48,1707,13764,93417,5365,30372,22830,1058,2533,2726,1398,173456,3,10,3,10,10,0,0,5,3,50,3,27,15,108,59,3,3,156,0,383,11,58,19,218,58,13,11,459,6,845,11,73,24,266,83,6,10,291,6,769,24,97,49,367,186,13,21,308,4,1070,85,208,104,686,367,17,36,355,16,1865,69,378,137,793,523,20,59,188,17,2178,115,601,261,707,786,24,149,290,38,2977
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,21,4,34,4,0,0,5,0,75,0,42,11,50,7,4,0,11,0,126,0,44,18,55,8,0,4,10,4,139,4,52,19,84,19,3,9,24,10,223,8,71,16,101,17,0,18,6,3,240,7,60,18,82,11,0,9,6,3,188,10,60,13,78,11,0,9,0,4,189,17,29,8,45,7,0,5,4,5,119,17,36,10,59,3,0,15,0,0,142,10,16,3,12,3,0,3,0,0,38,0,3,0,10,0,0,0,0,0,19,75,489,119,659,96,11,71,84,29,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,36,3,55,0,0,0,24,3,0,0,65,0,95,0,3,0,70,0,0,0,43,0,120,0,3,6,113,4,0,0,38,0,167,3,8,5,217,5,0,0,60,0,290,0,9,6,196,4,3,3,29,0,249,0,10,6,156,8,0,3,21,0,204
1RNSW,33,740,109,911,486,22,34,290,19,2634,65,1595,179,1618,1053,30,71,487,42,5140,75,2623,285,2147,1766,49,126,709,53,7829,153,4002,509,2678,2705,55,249,1000,85,11435,301,7496,620,2513,3488,103,321,542,112,15499,370,8206,505,1734,2026,96,228,233,77,13473,604,8867,585,2399,1198,56,185,157,88,14136,909,9379,399,2508,666,20,107,107,71,14167,3370,6581,434,2576,614,23,164,75,82,13910,826,1392,100,193,88,10,7,12,15,2646,37,400,32,181,140,4,11,49,18,868,6789,52365,3861,20861,14748,501,1531,4122,686,105468,3,8,0,3,7,0,3,3,0,31,5,15,13,43,27,4,3,19,0,130,11,22,19,69,51,0,5,33,0,211,12,30,38,60,105,5,8,52,4,310,11,37,67,86,190,7,17,99,6,520,38,110,123,147,379,11,62,165,20,1065,67,182,238,179,529,14,299,503,27,2048,115,320,587,194,948,23,995,925,72,4179
1GSYD,63,958,110,1044,732,35,69,284,23,3313,117,2427,224,1761,1652,66,129,577,47,7002,152,4013,375,2305,2604,96,236,883,87,10751,317,6623,784,3377,4608,194,609,1470,174,18151,667,13654,1122,3628,6252,353,951,844,251,27734,776,15618,1163,3488,4312,303,1088,473,226,27438,1244,17274,1099,4195,3275,182,950,517,233,28976,1957,17461,838,3676,2011,80,682,355,210,27271,7200,17105,1095,3869,2567,102,624,201,246,33011,4202,5735,180,413,741,34,50,33,84,11474,111,850,57,298,296,13,48,60,68,1798,16950,103494,7199,30043,30013,1522,5524,6176,1690,202613,3,10,4,5,10,0,3,6,0,41,3,14,5,107,70,5,0,18,0,213,3,30,13,178,69,6,3,22,0,330,12,43,26,183,111,9,3,35,4,419,22,54,39,188,166,4,16,41,7,541,32,136,114,276,344,9,27,94,9,1041,40,217,187,290,459,10,125,265,40,1626,81,394,442,387,806,11,371,664,60,3221
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,76,4,94,12,0,10,14,3,216,3,106,6,92,21,0,9,20,3,264,4,136,18,57,28,3,16,18,0,283,0,162,27,59,24,10,19,30,3,329,10,190,39,68,26,8,21,23,8,388,18,127,32,55,19,11,22,19,6,301,17,111,37,70,23,0,19,28,4,322,9,91,48,50,17,3,15,12,0,252,26,73,41,55,19,0,5,6,6,232,12,40,8,5,0,0,3,3,4,76,0,10,0,12,3,0,3,3,3,35,112,1263,267,773,232,31,164,184,50,3072,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,3,0,10,0,0,0,8,3,0,0,3,0,12,3,3,0,5,3,0,0,0,0,18,0,7,3,10,7,0,0,7,0,28,3,3,0,9,4,0,3,4,0,29,0,3,9,15,4,0,4,25,4,63,0,4,17,4,3,0,23,35,5,91
