GCCSA_CODE_2016,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000mor_E,M_3000mor_OM_IE,M_3000mor_OM_UIE,M_3000mor_CFW,M_3000mor_ES_NS,M_3000mor_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000mor_E,F_3000mor_OM_IE,F_3000mor_OM_UIE,F_3000mor_CFW,F_3000mor_ES_NS,F_3000mor_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE
49799,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,19,15,0,0,0,0,15,0,0,0,0,0,0,54,0,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0
49499,71,9,44,48,8,184,306,23,142,29,5,506,420,37,357,30,16,862,579,73,493,27,35,1215,785,85,648,30,37,1589,1260,171,1030,28,57,2548,1518,289,1240,16,47,3107,1846,340,1388,22,69,3663,1991,432,1514,17,52,4010,1189,305,1018,16,35,2566,841,307,649,6,22,1822,500,137,335,0,8,987,641,197,327,7,10,1175,221,111,136,3,6,480,199,48,146,13,27,432,12353,2567,9475,301,440,25145,56,3,14,40,3,112,386,3,159,16,9,574,687,16,301,20,19,1055,675,22,281,22,23,1035,807,24,272,19,19,1140,994,29,333,18,9,1379,788,40,232,12,15,1088,684,28,203,11,5,934,512,39,128,5,3,690,286,18,54,7,0,364,201,10,43,3,0,257,109,11,31,0,0,152,105,16,32,3,0,151,36,8,14,4,3,68,120,10,18,4,7,157,6450,270,2125,186,134,9160,131,11,63,83,13,294,688,24
3RQLD,1235,335,746,2112,106,4544,12505,254,774,739,191,14460,9597,540,1877,1077,251,13336,10180,1150,2725,1060,351,15467,13778,1301,3230,909,344,19569,23784,2577,4775,1002,494,32627,39453,3380,5076,762,614,49289,55429,4446,5531,769,637,66817,58284,5906,5813,690,621,71311,40969,4802,3901,456,384,50515,35400,5339,3106,343,324,44510,26160,2872,1830,234,194,31283,41363,4864,2375,292,266,49159,16370,5750,2343,407,228,25099,6174,833,945,518,623,9090,390688,44349,45041,11364,5627,497069,1575,214,570,2553,115,5038,19380,313,1602,1095,252,22644,20887,684,3032,1419,350,26374,23610,1184,3122,1271,482,29666,30926,1210,3388,994,492,37009,53631,2258,4430,1056,589,61960,63183,2565,3744,785,569,70847,59599,2595,3406,626,446,66680,51556,2901,2840,595,346,58238,31709,2124,1722,345,191,36087,25377,2195,1213,277,131,29203,13523,1052,672,150,68,15459,13130,1632,970,208,80,16021,3472,1746,899,315,70,6507,6041,438,590,519,447,8040,417599,23108,32205,12208,4645,489766,2815,551,1318,4673,224,9581,31881,568
3GBRI,1403,306,365,1041,75,3194,12104,227,646,375,126,13489,11340,469,1302,455,169,13740,11399,917,1787,483,226,14809,13737,1125,2160,389,230,17636,22316,2020,3196,498,351,28390,37097,2769,3517,385,419,44193,55938,3822,4020,387,476,64637,65212,5135,4388,375,441,75553,49094,4222,3009,216,288,56832,44230,5234,2434,201,236,52347,32877,2926,1532,117,138,37604,53889,5644,2184,180,211,62102,28955,7521,2992,240,206,39904,5732,655,597,134,491,7605,445332,42998,34144,5480,4085,532039,1562,192,303,1388,56,3501,18925,285,1430,589,178,21408,21243,537,2259,718,268,25021,21772,869,2335,621,285,25882,26677,961,2369,535,325,30861,45110,1681,3121,555,431,50893,57409,1840,2729,416,424,62817,62916,2050,2506,323,391,68192,64097,2274,2271,292,278,69214,43900,1714,1346,164,156,47283,36687,1954,1022,145,136,39940,20945,1031,630,85,72,22769,24505,1783,888,115,71,27356,7799,2006,932,147,61,10946,5708,296,323,160,309,6798,459251,19458,24458,6279,3433,512876,2968,500,668,2430,136,6696,31031,510
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,11,7,0,3,0,0,10,17,0,3,0,0,18,16,0,3,0,0,14,18,0,0,0,0,14,13,0,3,0,0,16,43,5,0,0,0,41,29,0,0,0,0,29,3,0,0,0,0,3,152,12,12,4,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,0,0,0,0,0,3,0,0
39499,205,75,152,169,15,612,874,57,287,66,20,1302,999,123,701,82,49,1952,1438,201,1140,97,62,2944,2050,298,1353,67,88,3860,3270,551,2061,74,119,6077,4396,781,2414,66,112,7772,6100,1056,3020,66,143,10384,7049,1503,3323,64,151,12095,4942,1234,2331,38,88,8639,3619,1280,1635,31,63,6633,2501,654,995,19,48,4217,2994,814,928,29,34,4805,1188,444,379,20,29,2061,796,160,399,38,120,1504,42430,9223,21120,938,1151,74867,165,20,70,125,7,389,877,35,440,58,27,1432,1315,65,809,96,32,2320,1447,69,865,58,44,2480,1648,92,854,49,58,2695,2269,121,973,41,58,3460,2120,131,672,37,41,2993,1726,114,539,21,44,2445,1443,132,396,25,24,2025,848,88,209,9,10,1164,585,67,136,15,6,813,346,44,63,5,3,463,405,66,62,8,4,539,146,69,69,7,7,299,340,30,91,25,54,533,15674,1128,6238,586,422,24053,371,88,215,301,20,1004,1748,87
2RVIC,745,220,625,1443,77,3115,8303,187,583,584,192,9853,5794,422,1448,826,180,8666,6235,789,2040,886,259,10206,8582,1048,2517,751,291,13182,14243,1934,3528,876,395,20980,22985,2441,3594,700,473,30200,31896,3024,3940,629,511,39991,32545,3554,3757,484,458,40803,21672,2682,2370,269,242,27229,17725,2551,1796,210,216,22493,12882,1435,1004,156,146,15624,16110,2316,1384,160,160,20128,5858,2724,1415,233,114,10347,3643,524,681,334,404,5581,209215,25849,30675,8544,4115,278403,985,110,338,1413,86,2925,13367,201,974,729,281,15541,14054,516,1743,959,293,17560,15696,731,2066,858,322,19679,19506,818,2087,695,327,23437,31072,1289,2588,757,440,36142,34151,1418,2179,538,406,38694,32213,1399,1985,402,321,36319,27825,1305,1571,351,242,31302,17422,894,937,226,89,19562,11988,908,663,129,100,13782,6952,438,386,83,59,7915,5458,708,562,110,42,6888,1725,785,508,182,54,3256,3740,225,401,315,268,4951,236148,11749,18988,7744,3331,277953,1724,337,964,2854,165,6043,21673,386
2GMEL,3071,825,718,2184,185,6980,25134,631,1197,697,337,27998,24308,1202,2822,956,433,29710,24765,2363,3874,1031,572,32611,28903,3047,4812,855,744,38362,44607,5643,7156,1074,897,59374,72583,7856,7544,885,1176,90040,107205,10138,8900,825,1387,128456,123482,12753,9040,718,1182,147175,92288,10001,6272,418,724,109694,81166,11004,4765,400,565,97897,62333,6828,3182,246,389,72978,104525,11989,4446,334,458,121756,61832,16601,6258,445,474,85615,13308,1813,1439,337,1225,18121,869504,102684,72421,11418,10754,1066778,3830,403,575,2754,211,7769,39695,644,2779,1197,517,44824,46445,1450,4611,1451,648,54601,46011,2323,4686,1300,697,55013,53785,2401,4705,1047,722,62662,84334,3696,5917,1043,910,95900,102303,4143,5243,855,900,113441,117194,4182,4832,658,828,127697,119161,4568,4255,543,685,129216,82688,3438,2726,308,376,89547,63085,3571,2130,332,296,69411,38630,2041,1259,175,153,42261,46710,3330,1981,244,173,52445,20113,3944,2157,321,199,26742,13888,706,725,430,719,16472,877882,40846,48591,12654,8030,988003,6893,1229,1289,4932,395,14748,64835,1271
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,7,3,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,9,6,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,27,0,0,0,0,27,59,0,0,0,0,60,3,0,0,3,0,5,130,4,4,3,3,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0
29499,295,91,146,168,25,728,1244,66,341,79,31,1761,1454,157,1014,94,73,2797,1886,301,1378,97,88,3756,3142,513,1858,82,142,5735,4379,928,2907,94,173,8475,4928,1368,3313,93,192,9895,6425,1944,4023,91,227,12707,6785,2367,4398,72,237,13860,5045,1706,3032,37,142,9964,3681,1673,2029,27,96,7507,2411,826,1093,18,45,4396,2726,988,979,9,52,4769,968,560,428,25,35,2012,1099,345,513,49,155,2167,46469,13848,27460,1043,1711,90534,194,10,61,116,14,401,1267,33,378,56,30,1765,2076,59,856,72,51,3124,2014,105,844,59,57,3072,2159,107,877,60,77,3276,2792,138,965,47,68,4005,2404,132,701,28,48,3313,1988,153,580,38,41,2798,1620,149,452,29,28,2281,977,99,238,15,16,1343,648,93,154,4,5,904,358,40,101,8,9,513,415,79,105,3,9,611,160,74,85,9,12,339,498,46,127,30,60,756,19565,1323,6519,569,530,28505,486,103,210,283,39,1125,2509,97
1RNSW,1160,248,833,1971,133,4343,13096,205,882,837,278,15298,9947,583,2432,1310,367,14636,11189,1128,3366,1392,499,17568,15479,1360,4052,1175,541,22600,25993,2637,6107,1343,694,36771,41574,3382,6238,978,752,52929,55429,4491,7112,927,819,68776,56290,5865,7006,838,702,70703,38320,4193,4479,499,433,47921,32834,4428,3447,407,359,41471,26443,2419,2057,223,190,31334,38695,4157,2757,320,273,46202,13068,4925,2974,368,195,21529,6084,677,1119,513,716,9101,385588,40690,54854,13110,6954,501189,1526,136,533,2302,121,4613,20967,280,1563,1121,386,24320,22111,685,3271,1572,476,28110,25824,1083,3649,1346,565,32465,33186,1190,3881,1148,621,40024,54579,2032,5185,1150,682,63631,61962,2241,4442,825,645,70121,58177,2286,3860,710,555,65583,49718,2297,3177,608,419,56220,30849,1562,1911,319,217,34854,23517,1630,1347,272,181,26951,16540,813,760,163,93,18367,15005,1310,1138,233,103,17783,3415,1426,1091,250,73,6258,6098,316,707,494,485,8103,423486,19283,36508,12505,5630,497415,2683,388,1358,4271,258,8963,34066,490
1GSYD,3080,821,715,1925,205,6750,21240,516,1241,586,282,23874,23096,1063,2611,820,395,27976,25570,2199,3917,964,584,33237,31699,2904,5127,837,692,41255,46889,5761,7727,975,909,62261,71581,7863,8301,845,1057,89652,106152,10698,9503,833,1314,128493,125643,13772,10115,791,1223,151538,96550,10937,6728,448,744,115418,87410,11882,5634,412,600,105933,70066,7678,3669,259,424,82099,129667,14094,5430,356,548,150100,91782,20493,7950,559,586,121365,12709,1807,1310,291,1226,17343,943133,112497,79977,10907,10785,1157307,3748,361,622,2416,200,7351,34174,567,2599,1016,365,38727,42201,1303,4201,1309,571,49581,44842,2038,4541,1231,624,53275,52064,2167,4778,931,695,60642,81558,3767,6301,1081,938,93650,102498,4281,5750,774,964,114264,118701,4790,5544,666,896,130596,125976,5209,5073,569,774,137597,90100,3905,3346,330,461,98133,75342,4163,2563,268,302,82638,52527,2506,1622,186,219,57057,71171,4347,2462,278,274,78529,32970,5203,2768,383,218,41538,12727,653,797,323,743,15237,940609,45259,52954,11760,8242,1058826,6830,1178,1338,4342,407,14104,55418,1092
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,6,8,0,0,0,0,8,6,3,5,0,0,11,4,0,0,0,0,4,8,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,11,11,0,0,0,0,14,0,0,0,0,0,0,52,7,11,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,9,0,0,0,0,0,0,0,0
19499,306,102,181,230,27,849,1246,59,447,97,30,1883,1732,182,1191,105,70,3275,2440,377,1864,128,131,4936,3704,527,2459,105,172,6964,5446,1088,3591,137,196,10466,6409,1528,3977,106,232,12257,8241,2145,4783,101,266,15535,8943,2709,5172,77,278,17177,5848,1942,3549,45,127,11505,4425,1802,2512,48,91,8877,2630,973,1359,13,58,5027,3215,1116,1406,27,62,5839,1097,688,607,30,41,2457,1075,320,566,42,181,2185,56765,15552,33662,1292,1965,109237,211,13,77,165,16,472,1319,21,492,78,47,1960,2092,76,973,73,80,3305,2245,125,1084,74,60,3584,2558,111,1046,66,65,3841,3465,194,1204,63,87,5009,2921,186,933,34,58,4133,2481,172,806,37,56,3549,1937,191,597,29,33,2784,1099,112,342,10,13,1575,839,101,226,16,17,1198,490,70,127,6,7,708,555,88,155,15,7,819,217,124,111,10,11,479,452,55,119,29,75,729,22880,1637,8290,698,621,34124,517,115,253,392,40,1318,2565,82
